MAGs	16S_rRNA	23S_rRNA	5S_rRNA	CDSs	coding density	Count	CRISPR arrays	GC	hypotheticals	Length	N ratio	N50	ncRNA regions	ncRNAs	oriCs	oriTs	oriVs	pseudogenes	rRNAs	signal peptides	sORFs	tmRNAs	tRNAs
GFS_11005	0	0	0	2063	83	245	1	52.2	1826	1903400	0	12136	1	1	0	0	0	0	0	0	0	0	38
GFS_11017	1	1	0	581	85	72	0	56.1	345	536171	0	11420	0	1	0	0	0	0	3	0	0	0	47
GFS_11021	1	1	1	1749	74.6	541	0	52.8	1006	1656533	0	3982	4	3	0	0	0	0	2	0	0	0	34
GFS_11049	0	0	1	3282	88.8	80	0	58	929	3893632	0	68752	4	6	0	0	0	4	1	0	0	1	46
GFS_11069	0	0	0	3146	86	325	0	62.9	1575	3355600	0	15663	5	3	0	0	0	2	0	0	0	1	43
GFS_11075	0	0	0	3263	81.2	878	0	61.7	1216	3171623	0	4126	8	3	0	0	0	12	0	0	1	0	20
GFS_11103	0	0	1	3045	90.4	129	0	49.8	803	3072140	0	35787	10	9	0	0	0	0	1	0	0	1	41
GFS_11195	0	0	0	1969	80.2	427	0	61	788	1996368	0	5413	8	4	0	0	0	5	0	0	0	0	19
GFS_11196	0	0	0	2304	80.2	445	0	54.8	1004	2230789	0	6049	9	5	0	0	0	5	0	0	0	1	31
GFS_11198	0	0	0	3370	83.7	449	0	50.5	1380	3523760	0	10895	7	1	0	0	0	4	0	0	0	0	44
GFS_112	1	1	1	734	78.6	112	0	34.9	414	689884	0	7956	0	2	0	0	0	1	3	0	0	1	31
GFS_11203	0	0	0	3269	73.8	870	0	43.1	1440	3852641	0	5191	3	3	0	0	0	1	0	0	0	0	25
GFS_11211	0	0	1	1818	63.8	996	0	41.5	869	2104282	0	2327	3	1	0	0	0	2	1	0	0	1	20
GFS_11219	0	0	1	3210	70	1215	1	44.7	1630	3466867	0	3604	3	3	0	0	0	1	1	0	0	1	26
GFS_11242	0	0	1	2275	79.1	423	0	57.4	932	2061610	0	5609	1	1	0	0	0	30	1	0	0	0	26
GFS_11244	0	0	1	2071	71.9	665	0	35.9	882	2366387	0	3927	3	3	0	0	0	4	1	0	0	0	19
GFS_11245	0	0	0	3506	81.3	666	0	61.5	1188	3443467	0	6624	15	5	0	0	0	13	0	0	0	1	45
GFS_1125	0	0	1	5431	93.5	140	4	58.5	2318	5745902	0	66851	8	1	0	0	0	5	1	0	2	1	63
GFS_11298	0	0	0	1762	77.3	399	0	46.4	541	1895351	0	5319	5	3	0	0	0	5	0	0	0	0	18
GFS_1130	0	0	0	3433	79.9	977	0	64	1816	3149789	0	3542	4	5	0	0	0	1	0	0	0	0	44
GFS_11348	0	0	0	3123	83.1	389	0	30.8	1168	3475146	0	11775	6	79	0	0	0	7	0	0	1	1	31
GFS_11353	0	1	1	3736	78.8	958	0	55	2406	3960334	0	4720	3	2	0	0	0	0	1	0	0	1	33
GFS_11384	0	0	1	3723	86.6	577	0	65.8	1472	3720578	0	8995	6	5	0	0	0	3	1	0	1	1	38
GFS_114	0	0	1	3241	85.8	555	0	63.6	1843	3247332	0	7832	5	2	0	0	0	1	1	0	0	1	34
GFS_11400	0	0	1	4666	83.9	204	1	33	1091	5465124	0	54611	13	118	0	0	0	44	1	0	1	1	51
GFS_11403	0	0	0	4148	83.2	865	0	64.6	1942	4323727	0	6759	5	1	0	0	0	12	0	0	0	0	30
GFS_11411	0	0	1	6806	90.2	540	0	65.2	4248	7513586	0	25320	4	4	0	0	0	2	1	0	0	1	60
GFS_11434	0	0	0	1620	69	692	0	45	933	1796457	0	2931	2	2	0	0	0	2	0	0	0	0	3
GFS_11475	0	0	0	652	70.7	205	1	38.9	450	643466	0	3839	1	0	0	0	0	0	0	0	0	1	26
GFS_11476	0	0	0	2490	78.8	648	0	55.1	1257	2372574	0	4587	7	3	0	0	0	1	0	0	0	1	25
GFS_11482	0	0	0	2197	85.7	293	0	59.7	904	2380632	0	10528	2	1	0	0	0	2	0	0	0	2	34
GFS_11492	0	0	1	5522	80.4	1015	0	63.1	1955	5550502	0	6976	11	9	0	0	0	37	1	0	1	1	51
GFS_11498	0	0	2	1816	81.4	481	0	65.1	728	1842023	0	4369	3	2	0	0	0	4	2	0	0	0	34
GFS_11518	0	0	1	2491	61.8	155	1	40.1	2196	1277859	0	14346	0	1	0	0	0	98	1	0	0	0	41
GFS_11529	0	0	0	2787	82	607	0	59.6	892	2687117	0	6666	4	4	0	0	0	9	1	0	0	1	25
GFS_11543	0	0	1	4509	71.7	1944	1	63	3039	4543827	0	2683	2	12	0	0	0	2	1	0	0	1	28
GFS_11547	1	0	0	7196	76.6	1796	2	55.1	4177	8472415	0	6598	1	28	0	0	0	26	1	0	0	1	67
GFS_11554	0	0	0	5996	66.8	2495	1	50.5	4300	6389690	0	3122	2	8	0	0	0	3	0	0	0	1	61
GFS_11564	0	0	2	2265	62.1	1216	0	39.4	1408	2321318	0	2068	2	4	0	0	0	3	2	0	0	0	27
GFS_11573	0	0	0	3635	86.8	416	0	35.9	1891	3719547	0	12919	2	1	0	0	0	3	0	0	0	1	31
GFS_11575	1	0	0	3266	85.1	554	0	68.3	1179	3245675	0	7383	6	5	0	0	0	1	1	0	0	1	29
GFS_11581	0	0	1	2437	89	197	0	62.9	741	2455837	0	22311	5	2	0	0	0	1	1	0	1	1	50
GFS_11589	0	0	1	2206	80.5	382	0	37.8	976	2667453	0	9721	3	2	0	0	0	1	1	0	0	1	25
GFS_11600	0	0	1	3937	91.7	159	0	67.2	1350	4011367	0	39052	5	3	0	0	0	11	1	0	2	2	51
GFS_11606	0	0	0	3117	80.9	796	0	63.9	1148	2990443	0	4360	8	4	0	0	0	9	0	0	1	1	43
GFS_1161	0	0	0	4091	86.5	530	0	60.2	1987	4910252	0	14621	3	74	0	0	0	3	1	0	0	1	41
GFS_11612	0	0	0	3163	89	159	1	58.8	728	3155353	0	31136	12	7	0	0	0	15	0	0	0	1	44
GFS_11616	0	0	1	1135	82.6	190	0	56.2	378	1101208	0	7049	1	3	0	0	0	1	1	0	0	0	23
GFS_11617	0	0	1	5078	86.3	440	1	62.1	1630	5009983	0	19898	17	7	0	0	0	51	1	0	0	0	48
GFS_11626	0	0	0	4207	82.9	631	0	66.7	1521	4128864	0	9421	8	12	0	0	0	7	0	0	0	1	48
GFS_11651	0	0	0	5397	79.4	739	4	60.3	2569	7029108	0	14296	3	45	0	0	0	15	0	0	0	1	44
GFS_11667	0	0	0	3299	88.6	220	0	49.5	1212	3521152	0	28360	9	4	0	0	0	1	0	0	2	0	42
GFS_11680	0	0	0	2566	72.1	970	1	47.1	1323	3090126	0	4174	5	3	0	0	0	1	0	0	0	0	34
GFS_11693	0	0	0	4818	69.1	1947	0	55	3276	5005302	0	2915	0	27	0	0	0	9	0	0	0	0	17
GFS_11699	0	0	0	5440	81.6	595	1	39.1	3094	6334639	0	15771	4	5	0	0	0	2	0	0	0	0	38
GFS_11701	0	0	0	2391	82.4	532	0	66.7	750	2393908	0	5537	11	4	0	0	0	4	0	0	0	0	29
GFS_11729	0	0	1	3332	80.9	561	0	43.3	2164	3544499	0	8391	0	3	0	0	0	0	1	0	0	1	23
GFS_11733	0	0	1	1823	84.9	281	0	66.9	638	1775705	0	8574	2	3	0	0	0	0	1	0	0	1	36
GFS_11736	0	0	1	2599	82.1	606	0	71.4	1027	2555206	0	5237	11	3	0	0	0	4	1	0	0	1	38
GFS_11739	0	0	0	2980	79.4	798	0	70.3	1429	2825395	0	4171	15	4	0	0	0	4	0	0	0	2	43
GFS_11768	0	0	0	2693	85.1	469	0	67.8	776	2763755	0	9895	10	4	0	0	0	2	0	0	0	1	43
GFS_11779	0	0	0	3727	70.3	1623	1	59	2491	4006284	0	2841	3	3	0	0	0	0	0	0	0	0	38
GFS_118	0	0	0	2563	90.7	147	0	36.2	1247	2570882	0	27108	2	3	0	0	0	0	0	0	0	1	26
GFS_11808	0	0	0	3243	80.2	740	0	58.2	1844	3026186	0	4878	2	3	0	0	0	2	0	0	0	0	30
GFS_11819	0	0	0	2818	70.1	1037	0	44.2	1447	3055639	0	3098	2	1	0	0	0	0	0	0	0	1	19
GFS_11830	0	0	1	2124	88	105	0	54.8	541	2102723	0	29501	8	6	0	0	0	7	1	0	2	0	38
GFS_11851	2	0	0	3003	69.1	1192	0	56	1602	2715425	0	2608	3	1	0	0	0	18	3	0	0	1	55
GFS_11855	0	0	0	4140	78.3	1338	0	66.4	2228	4162365	0	3905	5	2	0	0	0	5	2	0	0	0	25
GFS_11876	0	0	0	1530	63.4	112	0	39.1	1409	799836	0	9250	1	1	0	0	0	6	0	0	0	1	28
GFS_11877	1	1	1	2869	88.4	122	0	41.1	1632	3603329	0	47788	3	1	0	0	0	1	3	0	0	0	35
GFS_11878	0	0	0	3305	81.7	796	0	63	2075	3058291	0	4382	2	3	0	0	0	4	0	0	0	1	32
GFS_11879	1	0	1	4407	83.2	961	0	67.9	2313	4591815	0	6012	2	4	0	0	0	6	2	0	0	0	27
GFS_1188	0	0	0	2996	62.4	1585	3	40.2	1842	3587680	0	2530	4	2	0	0	0	4	0	0	0	1	33
GFS_11880	0	0	1	2934	90.7	82	2	59.4	789	2973802	0	59010	7	4	0	0	0	8	1	0	0	1	45
GFS_11881	0	0	0	4090	88.7	180	1	57.9	1253	4456510	0	37066	4	5	0	0	0	8	0	0	0	1	39
GFS_11884	1	0	1	2712	82.6	439	0	63.3	901	3043939	0	10092	7	3	0	0	0	0	1	0	0	0	32
GFS_11889	0	0	0	3320	83.1	515	0	67.1	1046	3287801	0	9072	10	4	0	0	0	11	0	0	0	1	36
GFS_11895	0	0	0	4353	85	605	0	63.3	1392	4319533	0	11384	15	7	0	0	0	24	0	0	0	1	56
GFS_11898	0	0	0	3348	87.2	273	0	56.3	1029	3515917	0	19853	10	5	0	0	0	5	0	0	0	0	36
GFS_11901	0	0	0	4384	85.4	302	2	37.4	2136	5165071	0	27814	7	3	0	0	0	3	0	0	0	0	36
GFS_11902	0	0	0	3900	77.1	1224	1	61.6	2569	4088143	0	3664	2	1	0	0	0	6	0	0	0	2	36
GFS_11904	0	1	1	3713	84.6	579	0	49.1	2656	4162615	0	9783	2	1	0	0	0	1	1	0	0	1	43
GFS_11905	0	0	0	2404	79.3	560	0	53.4	1032	2437418	0	5014	3	2	0	0	0	0	0	0	0	1	32
GFS_1192	0	0	0	2542	84.5	505	0	58.3	838	2489746	0	7731	6	3	0	0	0	1	0	0	0	0	33
GFS_11924	0	0	0	2909	61.3	1481	1	38.9	1331	3625509	0	2748	3	1	0	0	0	3	0	0	0	0	23
GFS_11943	0	0	0	2654	78.2	717	0	50.4	1045	2579574	0	4057	10	7	0	0	0	9	0	0	0	1	27
GFS_11949	0	0	1	2687	85.5	415	0	51.5	806	2708700	0	8683	11	5	0	0	0	4	1	0	0	0	33
GFS_11970	0	0	1	4395	79.9	1019	1	57.3	2762	4194236	0	4897	5	3	0	0	0	2	1	0	0	1	30
GFS_11975	0	0	1	3236	83.8	578	0	66.6	1831	3712879	0	9045	3	2	0	0	0	0	1	0	0	2	31
GFS_11981	0	0	0	4301	82.8	409	4	45.5	2046	4406631	0	14547	5	14	0	0	0	4	0	0	0	1	37
GFS_11985	0	0	0	2266	76.4	656	0	58.6	1348	2044264	0	3374	2	3	0	0	0	2	0	0	0	0	16
GFS_11995	1	0	0	3775	77.7	1282	0	63.8	1955	3811241	0	3814	2	2	0	0	0	4	1	0	0	1	34
GFS_12016	0	0	1	4680	77.7	741	0	41.4	2819	5754942	0	10050	2	1	0	0	0	3	1	0	0	1	33
GFS_12021	0	0	0	2640	74.1	764	0	40.9	1720	2729450	0	4007	2	2	0	0	0	1	0	0	0	0	26
GFS_12027	0	0	0	2763	86.4	279	0	36.3	1403	3193654	0	18434	5	12	0	0	0	3	0	0	0	1	32
GFS_12031	0	0	1	1695	79.5	378	0	45.3	1169	1814610	0	5555	2	1	0	0	0	0	1	0	0	1	19
GFS_12034	0	0	0	3248	80.2	934	1	63.3	1287	3069637	0	3664	2	3	0	0	0	3	0	0	0	0	14
GFS_12037	0	0	0	558	75.9	104	0	37.8	362	534933	0	6433	0	2	0	0	0	0	0	0	0	1	20
GFS_12086	1	0	1	3008	78	773	0	48.1	1986	3054595	0	5472	3	5	0	0	0	1	2	0	0	1	41
GFS_12090	0	0	0	3058	81.8	610	0	54.4	1125	2969206	0	7551	8	6	0	0	0	4	0	0	0	0	41
GFS_12094	0	0	0	2450	69.6	1100	1	49.7	1008	2490599	0	2548	8	4	0	0	0	2	0	0	0	1	33
GFS_12111	0	0	0	1706	62.6	186	0	42.9	1479	845853	0	6457	0	1	0	0	0	118	0	0	0	0	26
GFS_12114	0	0	0	1304	71.9	408	0	43	648	1446629	0	4014	2	0	0	0	0	0	0	0	0	1	27
GFS_12119	1	0	0	2358	74.8	681	1	31.9	1176	2671141	0	4421	2	7	0	0	0	5	1	0	0	1	21
GFS_12121	0	0	0	3761	73.9	1005	0	30.4	1759	4131586	0	5108	6	61	0	0	0	16	0	0	0	1	38
GFS_12125	0	0	0	2164	49.6	103	0	38.4	2097	1126224	0	14728	1	0	0	0	0	2	0	0	0	1	41
GFS_12135	0	0	0	1529	64.1	91	1	39.1	1393	790242	0	12419	0	1	0	0	0	6	0	0	0	1	37
GFS_12189	0	0	1	780	77.7	121	0	42	439	762248	0	6696	0	1	0	0	0	0	1	0	0	0	26
GFS_12192	1	0	1	2893	92	59	0	39.5	1521	2927654	0	96893	3	3	0	0	0	0	2	0	0	1	35
GFS_12195	0	0	0	731	80.1	100	0	38.5	444	699093	0	8862	0	2	0	0	0	0	1	0	0	0	29
GFS_12196	0	0	0	3420	88.5	317	0	61.9	1892	3565424	0	29928	2	5	0	0	0	0	0	0	0	0	35
GFS_12198	0	0	1	2610	83.7	427	0	36.1	1350	2630679	0	8598	1	2	0	0	0	1	1	0	0	1	34
GFS_12201	0	0	0	4474	81.1	1123	0	61.2	2009	4376715	0	4468	3	5	0	0	0	0	0	0	0	0	23
GFS_12209	0	0	0	3556	84.8	532	0	63	1030	3539405	0	9258	15	5	0	0	0	11	0	0	1	0	38
GFS_12220	0	0	0	1112	82.5	144	0	46.8	659	1102877	0	11908	0	1	0	0	0	1	0	0	0	0	33
GFS_12221	0	0	0	3521	75.7	1155	0	51.1	2667	3666137	0	3823	1	1	0	0	0	0	0	0	0	0	17
GFS_12222	1	0	0	4786	69.8	2107	0	53.6	3133	5380816	0	2929	2	13	0	0	0	3	1	0	0	1	25
GFS_12223	1	0	1	4889	90.6	107	4	64.4	2421	5239028	0	62306	5	3	0	0	0	5	1	0	0	0	45
GFS_12224	0	0	1	4855	91.1	174	5	66.8	1271	5489636	0	40173	9	6	0	0	0	13	1	0	0	0	39
GFS_12268	0	0	0	3066	78.7	814	0	51	2184	3286213	0	5360	1	2	0	0	0	0	0	0	0	0	27
GFS_12291	1	0	0	3674	81.1	980	3	64.1	1569	3504589	0	4807	5	6	0	0	0	6	1	0	0	1	30
GFS_12315	0	0	0	3100	82.9	793	0	64.6	1603	3232008	0	4812	3	0	0	0	0	1	0	0	0	0	20
GFS_12324	1	0	0	5056	80.2	1131	1	66	3111	6098476	0	6592	8	2	0	0	0	1	1	0	0	2	48
GFS_1235	1	0	1	2859	76.3	698	0	39.3	1879	2961381	0	5046	2	2	0	0	0	0	2	0	0	1	28
GFS_12357	1	2	0	5088	68.9	1921	1	49.1	3138	5254298	0	3209	4	3	0	0	0	6	3	0	1	0	29
GFS_12368	0	0	0	2487	85	304	0	31.8	685	2685456	0	12683	5	91	0	0	0	8	0	0	0	1	31
GFS_12371	0	0	1	733	79.7	76	0	44.2	396	711030	0	14347	0	0	0	0	0	0	1	0	0	1	35
GFS_12374	1	0	0	5557	79.9	1444	1	65.2	3611	5091941	0	3978	8	3	0	0	0	2	1	0	0	1	49
GFS_12380	0	0	0	3107	85.2	559	0	64.4	1087	3126269	0	7644	9	6	0	0	0	2	0	0	0	0	36
GFS_12383	0	0	0	779	77.7	118	0	42.9	459	738119	0	7068	0	2	0	0	0	1	0	0	0	1	18
GFS_12386	0	0	0	6206	81.3	1670	0	66.8	4977	6073433	0	4140	1	3	0	0	0	3	0	0	0	0	42
GFS_12387	0	0	0	3076	88.8	174	0	48.7	2044	3083183	0	26677	0	3	0	0	0	2	0	0	0	1	33
GFS_12390	0	0	0	3505	78.9	694	2	38.3	1979	3942823	0	7560	2	2	0	0	0	5	0	0	0	1	27
GFS_1240	0	0	0	2685	83.3	545	0	58	1522	2640265	0	5818	2	2	0	0	0	3	1	0	0	1	27
GFS_12411	0	0	1	1459	85.9	59	0	49.5	851	1404941	0	51243	1	6	0	0	0	2	1	0	0	0	43
GFS_12412	0	0	0	2873	74.3	792	0	40.4	1571	3571256	0	8645	1	2	0	0	0	0	0	0	0	1	28
GFS_12429	1	0	5	917	76.1	186	0	42	630	936616	0	10191	0	1	0	0	0	0	5	0	0	1	34
GFS_1243	1	0	0	2868	78.2	883	0	67.6	1684	2779280	0	3440	3	3	0	0	0	6	1	0	1	1	32
GFS_12433	0	0	0	2158	73.8	815	0	59.5	1027	1870655	0	2517	5	5	0	0	0	5	0	0	0	1	19
GFS_12447	1	0	0	401	74	123	0	38.3	264	395862	0	3990	0	0	0	0	0	0	1	0	0	0	28
GFS_12468	0	0	1	2847	83.4	351	0	49.7	1373	2796068	0	11825	4	5	0	0	0	1	1	0	0	1	41
GFS_12470	0	0	0	3678	80.7	780	0	63.4	1451	3810975	0	6473	8	4	0	0	0	1	0	0	0	1	31
GFS_1249	0	0	0	2416	77.6	654	0	43.5	917	2735678	0	4763	2	4	0	0	0	2	0	0	0	1	23
GFS_125	0	0	0	2591	87.7	239	0	32.3	941	2987109	0	16529	6	4	0	0	0	1	0	0	0	0	25
GFS_12504	0	0	0	4514	86.9	423	0	57.2	2096	4668931	0	19051	2	3	0	0	0	4	0	0	0	1	29
GFS_12518	0	0	0	3637	78	752	1	35.8	1460	4146552	0	8002	5	4	0	0	0	9	0	0	0	0	40
GFS_12521	0	0	1	2495	82.1	620	0	63.6	912	2459278	0	4710	5	3	0	0	0	1	1	0	0	1	29
GFS_12523	1	0	1	3686	85.4	701	0	64.4	2155	3509682	0	6373	1	4	0	0	0	1	2	0	0	1	44
GFS_12524	0	0	0	3434	80	751	0	56.3	1975	3282985	0	5424	2	3	0	0	0	6	0	0	0	0	39
GFS_12530	0	0	0	3519	74.6	1112	1	47.2	1848	3405307	0	3736	2	3	0	0	0	0	0	0	0	0	25
GFS_12554	0	0	0	5321	84.5	557	6	49	2803	6349099	0	17631	7	13	0	0	0	3	0	0	0	1	65
GFS_12560	0	0	0	5346	83.5	978	1	59.2	3371	5722803	0	7730	5	3	0	0	0	8	0	0	0	2	45
GFS_12570	0	0	1	3613	85.5	660	0	62.9	1913	3317632	0	6247	2	1	0	0	0	2	1	0	0	0	27
GFS_12588	0	0	1	3902	78.7	1218	0	66.5	2125	3900643	0	4135	7	3	0	0	0	2	2	0	0	1	26
GFS_1260	0	0	0	2517	71.4	1078	1	56.1	1270	2336571	0	2346	3	2	0	0	0	1	0	0	0	0	20
GFS_12610	0	0	1	952	85.7	12	0	40.3	535	971491	0	141022	0	2	0	0	0	0	1	0	0	1	34
GFS_12611	1	0	1	769	84.5	69	0	42.9	421	734594	0	13730	0	2	0	0	0	0	2	0	0	1	33
GFS_12613	0	0	0	3752	82.3	618	3	63.3	1447	3923412	0	9622	6	5	0	0	0	2	0	0	0	1	34
GFS_12614	0	0	0	1608	62.1	150	0	42.5	1457	837826	0	7275	0	2	0	0	0	30	0	0	0	0	24
GFS_12617	0	0	0	622	81	77	0	38.8	364	590219	0	10406	0	1	0	0	0	0	0	0	0	0	17
GFS_1262	0	0	1	2424	80	717	0	67.2	1389	2192745	0	3806	2	4	0	0	0	2	1	0	0	0	31
GFS_12623	1	1	0	982	88.2	42	0	35.9	757	987443	0	29991	1	3	0	0	0	0	3	0	0	0	36
GFS_12627	0	0	0	3422	84.5	419	0	58.1	1171	3582436	0	12897	4	3	0	0	0	6	0	0	0	0	38
GFS_12632	1	0	0	666	85.6	65	0	44.6	436	644057	0	16657	0	1	0	0	0	0	1	0	0	1	29
GFS_12635	0	0	1	1116	84.2	29	0	41.5	654	1060245	0	52106	0	3	0	0	0	0	1	0	0	0	51
GFS_12636	0	0	0	4571	81.3	735	1	59.2	2072	4682085	0	8315	10	5	0	0	0	7	0	0	0	0	32
GFS_12637	0	0	1	622	82.1	70	0	45	317	613685	0	11338	0	0	0	0	0	0	1	0	0	0	28
GFS_12642	0	0	1	654	84.9	72	0	35.2	479	645299	0	11889	1	0	0	0	0	0	1	0	0	0	33
GFS_12648	0	0	0	2713	85	320	0	32.1	1159	3165792	0	14292	2	11	0	0	0	2	0	0	0	0	26
GFS_12651	0	0	0	4105	89.4	331	2	66.6	1177	4431722	0	18508	7	5	0	0	0	5	0	0	0	1	32
GFS_12657	1	0	0	869	72.6	297	0	50.5	588	782655	0	3121	1	0	0	0	0	0	1	0	0	0	20
GFS_12663	0	0	0	1325	63	724	0	35.7	526	1592025	0	2427	3	91	0	0	0	0	0	0	0	1	21
GFS_12665	0	0	1	3154	79.8	541	2	29	1321	3481367	0	17423	6	124	0	0	0	3	1	0	1	0	38
GFS_12672	0	0	0	5686	79.8	783	3	60	3106	6971328	0	14478	1	21	0	0	0	10	0	0	0	0	87
GFS_12677	1	1	1	3372	70.9	1334	0	48	2435	3365996	0	3045	3	6	0	0	0	1	3	0	0	1	39
GFS_1268	0	0	1	3056	85.7	559	0	56.5	1068	2849309	0	10217	10	8	0	0	0	3	1	0	0	0	37
GFS_12690	0	0	0	4912	80	1186	1	55.9	2800	6159568	0	6573	1	2	0	0	0	1	0	0	0	1	46
GFS_12693	0	0	1	2400	79.4	462	0	36.9	1290	2755271	0	7771	3	2	0	0	0	2	1	0	0	1	24
GFS_12695	0	0	0	4091	81.4	610	3	60.7	1913	4135483	0	9019	7	7	0	0	0	1	0	0	0	1	39
GFS_12697	0	0	0	1833	76	393	0	44.6	537	1960953	0	5592	4	4	1	0	0	35	0	0	1	1	22
GFS_12699	0	0	0	670	87.3	37	0	32.6	483	649967	0	26007	0	2	0	0	0	0	0	0	0	0	33
GFS_12702	0	0	0	3432	82.6	807	0	66.1	1605	3691138	0	5672	0	4	0	0	0	3	0	0	0	1	30
GFS_12741	0	0	0	4518	81.5	1023	0	67.1	1741	4576910	0	5602	7	6	0	0	0	26	0	0	2	1	34
GFS_12750	0	0	0	4217	84.5	398	0	56.7	2496	4452501	0	17623	8	3	0	0	0	0	0	0	0	1	41
GFS_12755	0	0	1	2402	62.9	1212	0	34	1575	2842340	0	2569	5	2	0	0	0	5	1	0	0	0	21
GFS_12757	0	0	0	2949	72.7	1079	1	50	1896	2802610	0	3063	0	2	0	0	0	2	0	0	0	1	36
GFS_12766	0	0	0	4393	84.7	618	2	60.1	2288	4547456	0	13648	2	3	0	0	0	5	0	0	0	0	44
GFS_12774	0	0	1	4062	79	1402	0	65.1	2197	3647076	0	3139	5	4	0	0	0	6	1	0	2	0	40
GFS_12806	0	0	1	4651	85.2	639	1	64.3	2475	5218690	0	13917	3	5	0	0	0	7	1	0	0	1	54
GFS_12818	0	0	0	3802	85.9	629	0	62	1991	3977225	0	8543	2	1	0	0	0	2	0	0	0	0	23
GFS_12820	0	1	1	4779	84.4	228	6	44.1	1259	5521447	0	35721	7	28	0	0	0	21	3	0	2	0	59
GFS_12822	0	0	0	767	85.5	56	0	41.3	484	741634	0	18527	0	0	0	0	0	0	0	0	0	0	29
GFS_12823	1	0	0	4647	90.4	362	0	61.3	2394	4454232	0	24397	4	3	0	0	0	1	2	0	2	0	44
GFS_12824	0	0	0	3110	77	737	0	44.2	1438	3324729	0	5160	2	3	0	0	0	9	0	0	0	0	25
GFS_12825	0	0	0	2436	76.9	575	0	40.8	1650	2813586	0	6014	1	5	0	0	0	2	0	0	0	1	18
GFS_12827	0	0	0	6484	86.5	642	1	55.3	3246	7703442	0	17865	3	4	0	0	0	11	0	0	0	1	57
GFS_12838	0	0	1	5552	92.2	242	1	55.2	2435	5963937	0	42404	2	3	0	0	0	6	1	0	0	1	48
GFS_12839	0	0	1	3117	82.9	374	0	58.2	1344	3189075	0	12591	3	5	0	0	0	2	1	0	0	1	43
GFS_1284	0	0	0	5639	75.6	1939	1	63.4	4121	5297449	0	3282	2	3	0	0	0	1	0	0	0	0	24
GFS_12842	0	0	0	3222	85.2	519	0	62.5	1669	3592554	0	10242	4	5	0	0	0	2	0	0	0	1	37
GFS_12844	0	0	3	10352	71	2996	0	44.7	10264	10359105	0	3770	0	0	0	0	0	3	3	0	0	0	15
GFS_12847	0	0	0	2260	84	428	0	59.8	826	2194596	0	6366	5	5	0	0	0	1	0	0	2	0	29
GFS_12854	0	0	0	4555	84.5	688	0	62.2	2519	5565222	0	13232	3	32	0	0	0	4	0	0	0	1	40
GFS_12863	0	0	0	4419	77.1	804	0	60.2	2427	5118602	0	8323	2	6	0	0	0	7	0	0	0	1	39
GFS_12864	0	0	0	3671	83.8	659	0	64.1	1694	3947080	0	7865	2	2	0	0	0	4	0	0	0	1	30
GFS_12865	1	1	1	777	86.1	63	0	39.5	466	711510	0	13815	0	5	0	0	0	1	2	0	0	1	37
GFS_12867	0	0	0	6165	84.2	520	2	53	3176	7779404	0	27220	1	6	0	0	0	6	0	0	0	1	53
GFS_12873	0	0	0	1876	81.9	186	0	46.6	874	2322409	0	18494	3	1	0	0	0	0	0	0	0	1	39
GFS_12874	0	0	0	4094	69.8	1365	0	40.1	1971	4837688	0	4359	3	0	0	0	0	12	0	0	0	0	21
GFS_12876	0	0	0	3296	77.5	1095	0	67.5	1952	3175060	0	3403	3	1	0	0	0	1	0	0	0	0	27
GFS_12895	0	0	0	7006	75	1932	4	55.6	4447	7966756	0	5772	1	41	0	0	0	10	3	0	0	1	42
GFS_12908	0	0	0	4542	80.5	1191	0	57.4	2127	4454700	0	4937	6	4	0	0	0	3	0	0	0	0	35
GFS_12931	0	0	1	2413	74.7	625	0	40.9	1651	2759526	0	5210	3	2	0	0	0	1	1	0	0	0	7
GFS_12941	0	0	1	3421	84.8	330	1	54.4	1055	3590034	0	16447	13	8	0	0	0	6	1	0	0	0	35
GFS_12943	0	0	0	3034	82.4	651	0	62.9	935	3052218	0	5744	9	7	0	0	0	8	0	0	1	0	35
GFS_12945	0	0	0	3197	84.9	470	0	62	862	3225165	0	10810	13	4	0	0	0	5	0	0	0	0	42
GFS_12946	0	0	0	3628	74.5	969	2	42.2	1997	3962811	0	4861	8	6	0	0	0	5	0	0	0	0	57
GFS_12952	1	2	1	3761	89.4	234	0	51.9	2854	4140038	0	31178	0	2	0	0	0	0	4	0	0	0	48
GFS_12961	0	0	0	3798	79.8	575	1	34.3	1738	4358281	0	10462	3	23	0	0	0	9	0	0	0	0	42
GFS_12962	0	0	0	594	79.9	84	0	47.3	338	587359	0	9250	0	0	0	0	0	0	0	0	0	1	23
GFS_12964	0	0	0	2651	82.1	406	0	65.6	901	2990440	0	10266	6	8	0	0	0	5	0	0	0	1	39
GFS_12979	0	0	0	2751	66.1	1215	0	43	1427	3175108	0	2966	1	1	0	0	0	2	0	0	0	0	21
GFS_12990	1	1	0	2343	63.5	1127	1	47.1	1239	2623580	0	2679	2	12	0	0	0	1	2	0	0	0	22
GFS_12994	4	4	2	1696	67.7	525	0	45.4	1251	1709371	0	6726	1	4	0	0	0	0	10	0	0	0	67
GFS_130	0	5	0	506	75.4	146	0	51.9	292	469393	0	3918	0	1	0	0	0	0	4	0	0	0	18
GFS_13015	0	0	0	3797	84.6	729	0	66.2	2051	3839804	0	6898	5	1	0	0	0	0	0	0	0	0	29
