protein	query length	HMM	HMM length	e-value	score	hmmbegin	hmmend	begin	end	coverage	num domaine	prediction confidence	EC prediction	comment
GL140_3_concoct_225_sub_585_1	299	S1_46	459	2.6e-70	229.6	161	450	4	294	63.0	1	probable fragment		
GFS_4902_194_1	687	S1_8	443	1.1e-38	125.4	17	325	2	297	69.5	1	probable fragment		
GFS_12854_615_7	472	S1_26	443	3.6e-134	440.4	2	437	23	461	98.2	1	high		
GL133_DN_metabinner_11_sub_16_19	508	S1_46	459	1.4e-32	105.3	188	456	250	506	58.4	1	probable fragment		
GFS_12806_48_21	443	S1_24	410	1.3e-127	418.6	2	405	31	419	98.3	1	high		
338R_concoct_65_457_20	467	S1_8	443	2.3e-129	424.2	2	416	20	455	93.5	1	high	3.10.1.1 3.1.6.- 	
GL140_5_concoct_333_sub_137_1	444	S1_16	444	2e-146	480.4	2	438	8	435	98.2	1	high		
GFS_9901_699_1	563	S1_46	459	5.9e-27	143.3	3	359	198	516	77.6	1	probable fragment		fusion of 2 fragments from 347 to 516 score 86.7 fragment 2 from 198 to 293 score 56.6
338R_concoct_65_215_5	499	S1_20	444	2.7e-165	542.8	3	435	60	475	97.3	1	high		
GFS_14456_196_10	747	S1_0	499	1.1e-31	102.6	195	440	460	675	49.1	1	probable fragment		
GFS_12838_105_7	469	S1_16	444	1.1e-171	563.6	2	437	15	454	98.0	1	high		
GFS_8115_80_4	556	S1_13	476	9.5e-140	459.0	2	455	90	549	95.2	1	high		
GL93_UP_concoct_19_sub_111_3	415	S1_27	454	3.3e-82	269.2	2	432	2	412	94.7	1	low		
GL85_DN_metabinner_10_295_6	487	S1_53	474	2.7e-88	289.3	3	456	37	482	95.6	1	low		
GL132_UP_metabat_4_sub_207_1	195	S1_18	426	8.3e-56	181.8	131	268	1	140	32.2	1	probable fragment		
GFS_9240_816_1	237	S1_55	499	1.2e-33	108.8	299	478	33	210	35.9	1	probable fragment		
GL74_UP_metabinner_87_sub_129_1	504	S1_17	425	3.2e-39	127.2	159	406	61	320	58.1	1	probable fragment		another fragment from 60 to 318 score 122.4
GFS_5321_24_5	481	S1_28	445	3.3e-156	512.8	2	441	50	461	98.7	1	high		
GL54_UP_metabinner_5_159_19	749	S1_8	443	1.1e-36	118.8	25	308	340	660	63.9	1	probable fragment		
GL72_DN_metabat_177_sub_314_2	310	S1_8	443	1.5e-65	213.9	168	434	10	292	60.0	1	probable fragment		
GL72_UP_concoct_239_sub_4_2	663	S1_8	443	6.2e-43	139.4	2	267	32	296	59.8	1	probable fragment		
GL82_UP_concoct_93_1026_3	498	S1_7	456	2.4e-85	279.4	2	449	20	471	98.0	1	low		
GL34_DN_concoct_1_297_5	845	S1_16	444	2.3e-160	526.3	2	438	27	498	98.2	1	high		
GFS_9164_536_1	287	S1_32	423	1.7e-38	124.7	170	293	3	123	29.1	1	probable fragment		
GFS_11482_259_10	501	S1_46	459	3.8e-91	298.3	2	450	31	493	97.6	1	low		
GL51_Up_metabinner_2_150_8	487	S1_8	443	7.9e-121	396.1	1	431	33	473	97.1	1	high	3.10.1.1 3.1.6.- 	
GL75_DN_concoct_31_587_2	513	S1_8	443	1.7e-135	444.5	2	428	23	477	96.2	1	high	3.10.1.1 3.1.6.- 	
GFS_3054_1040_1	419	S1_78	430	3.7e-179	588.5	2	400	23	417	92.6	1	high		
GFS_9560_592_2	535	S1_29	405	2.9e-122	400.9	2	400	40	452	98.3	1	high		
GFS_9863_236_9	440	S1_61	451	2.9e-68	223.0	1	441	3	422	97.6	1	low		
GL26_DN_metabat_42_113_2	469	S1_9	433	2.5e-161	529.4	3	427	31	464	97.9	1	high	3.1.6.- 	
GFS_8635_130_2	1274	S1_29	405	2.2e-127	417.7	2	397	601	1017	97.5	1	high		
GL51_Up_metabinner_2_294_1	524	S1_15	471	2.4e-173	569.6	1	469	21	503	99.4	1	high	3.1.6.4 	
GL140_4_metabinner_12_sub_137_14	543	S1_19	430	1.3e-154	507.3	2	421	62	529	97.4	1	high	3.1.6.- 	
GFS_3877_187_25	489	S1_20	444	6.8e-169	554.7	2	432	35	476	96.8	1	high		
GFS_4620_714_2	228	S1_4	536	9.6e-64	208.2	292	510	1	221	40.7	1	probable fragment		
GFS_2138_1024_1	427	S1_8	443	4e-21	144.3	3	312	27	398	69.8	1	probable fragment		fusion of 2 fragments from 277 to 398 score 67.5 fragment 2 from 27 to 200 score 76.8
GFS_7929_574_1	252	S1_8	443	4.1e-54	176.3	3	206	23	252	45.8	1	probable fragment		
GL139_DN_metabinner_2_298_2	335	S1_4	536	6.1e-83	271.6	192	513	2	301	59.9	1	probable fragment		
GFS_12838_240_18	446	S1_20	444	1.6e-168	553.5	3	437	22	444	97.7	1	high		
GFS_11699_572_3	233	S1_17	425	1.2e-25	211.8	303	421	22	227	27.8	1	probable fragment		fusion of 2 fragments from 22 to 108 score 129.3 and from 106 to 227 score 82.5
GFS_5712_662_3	399	S1_8	443	1.1e-104	342.9	2	338	61	397	75.8	1	high	3.10.1.1 3.1.6.- 	
GL124_DN_concoct_187_40_8	704	S1_46	459	1.6e-41	201	4	437	198	638	94.3	1	low		fusion of 2 fragments from 377 to 638 score 134.8 fragment 2 from 198 to 286 score 66.2
GFS_4384_1326_1	435	S1_24	410	5.1e-129	423.2	2	405	28	410	98.3	1	high		
GFS_9243_880_18	532	S1_29	405	1.2e-130	428.5	2	400	19	436	98.3	1	high		
GL72_UP_metabinner_105_sub_348_3	535	S1_29	405	9.9e-121	395.8	2	399	39	451	98.0	1	high		
GL140_2_metabat_110_sub_252_9	427	S1_27	454	2.3e-82	269.7	4	433	5	425	94.5	1	low		
GFS_6987_639_4	599	S1_17	425	2.2e-172	566.0	3	410	29	431	95.8	1	high	3.1.6.- 	
GFS_10002_13_190	689	S1_6	469	9.6e-108	353.5	2	454	132	576	96.4	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GFS_2106_193_9	275	S1_52	473	1.8e-43	141.5	259	452	49	238	40.8	1	probable fragment		
GL124_UP_metabat_8_sub_577_26	800	S1_12	481	1e-32	106.1	250	436	594	788	38.7	1	probable fragment		
GL85_DN_concoct_3_539_1	528	S1_8	443	4.6e-32	103.6	4	292	119	432	65.0	1	probable fragment		
338R_concoct_65_64_19	488	S1_7	456	6.4e-89	291.2	2	449	15	461	98.0	1	low		
GFS_5931_1309_2	643	S1_0	499	9.9e-34	109.3	193	411	353	561	43.7	1	probable fragment		
GFS_7658_103_15	715	S1_7	456	1.4e-33	108.8	251	442	475	658	41.9	1	probable fragment		
GL49_Down_concoct_122_620_2	476	S1_20	444	1.5e-168	553.6	3	437	13	471	97.7	1	high		
GL73_DN_concoct_61_919_13	361	S1_7	456	9.3e-130	425.9	2	354	23	361	77.2	1	high	3.1.6.13 3.1.6.- 	
GL32_Down_metabinner_4_397_1	642	S1_8	443	3.9e-49	159.8	2	299	25	331	67.0	1	probable fragment		
GFS_11547_858_1	956	S1_66	455	5.7e-78	254.9	3	439	29	443	95.8	1	low		
GFS_11547_858_1	956	S1_16	444	6.9e-172	564.3	3	437	495	950	97.7	2	high		
GL117_UP_concoct_203_273_31	463	S1_8	443	9.6e-136	445.3	2	422	17	432	94.8	1	high	3.10.1.1 3.1.6.- 	
GFS_11879_563_1	600	S1_8	443	3e-24	171.9	4	335	58	382	74.7	1	probable fragment		fusion of 2 fragments from 229 to 382 score 77.8 fragment 2 from 58 to 227 score 94.1
GFS_9681_160_18	477	S1_61	451	5e-40	232.1	1	441	3	422	97.6	1	low		fusion of 2 fragments from 213 to 422 score 130.0 fragment 2 from 3 to 173 score 102.1
338R_concoct_65_535_4	424	S1_32	423	3.8e-146	479.3	3	403	19	414	94.6	1	high		
GFS_2372_1277_1	455	S1_16	444	1.7e-132	434.5	2	439	8	430	98.4	1	high		
GL51_Up_metabinner_2_127_1	517	S1_16	444	9.5e-173	567.1	1	439	21	478	98.6	1	high		
GFS_2506_157_1	482	S1_16	444	6.8e-114	373.2	2	438	28	465	98.2	1	high		
GL56_Down_concoct_109_736_5	476	S1_20	444	4.4e-170	558.6	3	437	13	471	97.7	1	high		
GL51_Up_metabinner_2_40_1	470	S1_50	427	5.3e-204	670.2	2	425	44	467	99.1	1	high		
GFS_1750_287_1	279	S1_7	456	1.8e-35	115.0	205	428	13	260	48.9	1	probable fragment		
GFS_10914_418_2	598	S1_8	443	9e-46	148.8	6	336	52	381	74.5	1	probable fragment		
GL139_UP_metabinner_22_sub_583_2	795	S1_46	459	5.9e-43	139.4	166	452	483	757	62.3	1	probable fragment		
GFS_12588_718_1	267	S1_36	438	4.8e-78	255.2	188	435	1	260	56.4	1	probable fragment		
GL139_UP_metabinner_22_sub_414_4	996	S1_8	443	2.6e-59	193.4	3	292	553	882	65.2	1	probable fragment		
GL139_UP_metabinner_14_336_11	623	S1_8	443	5.3e-18	151.2	3	330	76	397	73.8	1	probable fragment		fusion of 2 fragments from 252 to 397 score 57.2 fragment 2 from 76 to 241 score 94.0
GL85_UP_concoct_158_132_7	406	S1_53	474	2.5e-34	111.4	268	451	191	373	38.6	1	probable fragment		
GL124_DN_metabinner_25_425_16	485	S1_61	451	3.9e-45	211.7	2	441	8	426	97.3	1	low		fusion of 2 fragments from 224 to 426 score 146.8 fragment 2 from 8 to 179 score 64.9
GFS_5689_360_3	636	S1_16	444	8.5e-133	435.5	2	439	36	458	98.4	1	high		
GFS_9422_1661_5	762	S1_8	443	1.3e-34	111.9	3	293	366	664	65.5	1	probable fragment		another fragment from 365 to 486 score 55.6
GL30_DN_concoct_186_674_3	465	S1_16	444	2e-138	454.0	3	433	20	443	96.8	1	high		
341R_metabat_72_sub_73_4	467	S1_52	473	5.3e-36	116.9	262	444	258	430	38.5	1	probable fragment		
GFS_6871_1231_1	365	S1_64	483	1.9e-45	148.3	141	367	29	287	46.8	1	probable fragment		
GFS_3307_1696_2	456	S1_53	474	2.4e-31	101.5	267	446	248	423	37.8	1	probable fragment		
GFS_4964_54_4	475	S1_20	444	7.1e-163	534.9	2	437	49	473	98.0	1	high		
GL75_DN_concoct_31_398_2	361	S1_7	456	9.1e-121	396.2	3	349	24	361	75.9	1	high	3.1.6.13 3.1.6.- 	
GL140_3_metabinner_40_112_14	382	S1_27	454	8.4e-70	228.3	3	420	6	379	91.9	1	low		
GL82_UP_concoct_93_1035_1	406	S1_17	425	1.1e-89	293.5	166	423	1	268	60.5	1	probable fragment		
GL124_DN_concoct_180_sub_196_1	276	S1_7	456	8.9e-84	274.3	181	443	4	271	57.5	1	probable fragment		
GFS_12867_447_2	983	S1_7	456	4e-151	496.3	2	449	28	453	98.0	1	high	3.1.6.13 3.1.6.- 	
GFS_12867_447_2	983	S1_16	444	4.5e-171	561.6	3	438	522	978	98.0	2	high		
GFS_953_76_2	806	S1_8	443	2.3e-50	163.9	4	331	73	401	73.8	1	probable fragment		
GL124_UP_concoct_213_831_3	499	S1_61	451	2.4e-85	279.4	1	443	2	417	98.0	1	low		
GL85_DN_metabinner_10_67_4	552	S1_17	425	7.2e-177	580.7	2	420	24	442	98.4	1	high	3.1.6.- 	
GFS_4032_713_11	722	S1_4	536	1.2e-197	650.1	2	519	23	564	96.5	1	high	3.1.6.1 	
GFS_10545_36_9	388	S1_27	454	2.2e-46	151.1	207	444	151	378	52.2	1	probable fragment		
GFS_3830_37_4	438	S1_17	425	9.7e-131	428.7	2	370	50	437	86.6	1	high	3.1.6.- 	
GL74_UP_concoct_21_201_4	756	S1_4	536	5.2e-220	724.0	2	518	51	583	96.3	1	high	3.1.6.1 	
GFS_11482_283_8	445	S1_23	422	7.2e-132	432.6	2	420	31	441	99.1	1	high		
GL65_DN_metabat_42_sub_478_3	290	S1_20	444	3.8e-89	291.9	2	242	40	289	54.1	1	probable fragment		
337R_metabinner_31_288_7	456	S1_78	430	4.4e-194	637.6	3	426	28	452	98.4	1	high		
GL51_Up_concoct_59_sub_580_4	479	S1_27	454	1.3e-155	511.2	2	453	27	456	99.3	1	high	3.1.6.12 3.1.6.- 	
GFS_6688_100_6	424	S1_27	454	6.6e-84	274.8	2	433	2	422	94.9	1	low		
GL137_UP_concoct_28_702_1	459	S1_8	443	1.8e-143	470.7	3	426	24	456	95.5	1	high	3.10.1.1 3.1.6.- 	
GFS_4702_138_7	477	S1_26	443	3.3e-152	499.9	2	439	7	458	98.6	1	high		
GFS_1591_349_19	468	S1_7	456	1.7e-153	504.1	1	445	25	456	97.4	1	high	3.1.6.13 3.1.6.- 	
GL94_UP_concoct_254_137_20	409	S1_18	426	4.1e-133	436.5	2	411	7	401	96.0	1	high		
GL61_DN_metabinner_6_sub_338_6	477	S1_32	423	4.3e-175	574.7	2	416	35	457	97.9	1	high		
GFS_2232_270_3	763	S1_4	536	1.4e-215	709.3	2	519	30	573	96.5	1	high	3.1.6.1 	
GL85_DN_concoct_0_sub_190_1	477	S1_16	444	7.4e-55	178.6	197	438	106	342	54.3	1	probable fragment		
GL72_UP_concoct_308_sub_913_5	477	S1_8	443	3.9e-128	420.2	4	413	27	462	92.3	1	high	3.10.1.1 3.1.6.- 	
GL117_UP_concoct_38_547_4	326	S1_8	443	5.4e-19	156.3	3	303	21	315	67.7	1	probable fragment		fusion of 2 fragments from 201 to 315 score 60.5 fragment 2 from 21 to 190 score 95.8
GFS_3960_354_1	523	S1_53	474	5e-101	331.3	3	465	37	497	97.5	1	high		
GL119_DN_concoct_185_395_13	552	S1_17	425	3e-178	585.3	2	420	24	442	98.4	1	high	3.1.6.- 	
GFS_12016_682_2	531	S1_29	405	7e-136	445.7	2	400	19	435	98.3	1	high		
GFS_5507_290_3	458	S1_28	445	1.9e-111	502.3	150	440	34	441	65.2	1	high		fusion of 2 fragments from 34 to 152 score 137.0 and from 151 to 441 score 365.3
GL94_UP_concoct_254_144_20	552	S1_4	536	1.4e-200	659.9	2	517	23	544	96.1	1	high	3.1.6.1 	
GL72_DN_metabinner_2_16_1	376	S1_19	430	2.5e-125	410.8	80	416	30	369	78.1	1	high	3.1.6.- 	
GL34_DN_metabinner_24_sub_111_6	706	S1_49	485	2.8e-95	487	229	485	6	362	52.8	1	high		fusion of 2 fragments from 6 to 108 score 174.6 and from 106 to 362 score 312.4
GL51_Up_metabinner_2_192_5	185	S1_16	444	2.1e-68	223.2	246	434	2	183	42.3	1	probable fragment		
GL54_UP_metabinner_21_sub_196_5	454	S1_4	536	3e-117	384.8	124	518	4	405	73.5	1	high	3.1.6.1 	
GL132_DN_metabinner_20_417_8	839	S1_7	456	3.6e-96	315.1	2	444	25	557	96.9	1	high	3.1.6.13 3.1.6.- 	
GL65_UP_metabat_140_15_2	394	S1_59	472	3.1e-136	447.0	99	467	1	375	78.0	1	high		
GL140_3_concoct_225_sub_587_4	291	S1_8	443	3.6e-81	265.4	3	282	25	291	63.0	1	probable fragment		
GL58_Up_concoct_85_241_1	720	S1_8	443	3.9e-25	162.7	6	331	39	362	73.4	1	probable fragment		fusion of 2 fragments from 212 to 362 score 80.7 fragment 2 from 39 to 206 score 82.0
GFS_5770_897_3	233	S1_14	426	3.4e-76	249.0	2	179	26	229	41.5	1	probable fragment		
GFS_5966_134_2	743	S1_8	443	8e-40	129.1	2	331	61	405	74.3	1	probable fragment		
GL26_UP_concoct_141_722_7	589	S1_29	405	1.1e-65	214.6	7	392	29	478	95.1	1	low		
GL137_UP_concoct_56_442_5	471	S1_16	444	5.2e-39	126.4	95	434	4	304	76.4	1	probable fragment		
GFS_5468_4_67	479	S1_16	444	8.5e-144	471.7	2	438	20	437	98.2	1	high		
GL130_UP_concoct_108_sub_16_9	422	S1_8	443	2.8e-131	430.6	2	403	18	421	90.5	1	high	3.10.1.1 3.1.6.- 	
GL28_DN_concoct_152_847_3	463	S1_19	430	4.3e-174	571.5	2	424	22	449	98.1	1	high	3.1.6.- 	
GL85_UP_metabat_21_sub_214_4	477	S1_32	423	3.2e-175	575.1	2	415	35	456	97.6	1	high		
GL94_UP_concoct_254_641_1	379	S1_44	500	2.5e-89	292.3	158	499	29	368	68.2	1	probable fragment		
GL53_Down_concoct_97_130_8	358	S1_7	456	4.7e-55	179.6	284	445	2	162	35.3	1	probable fragment		
GFS_3830_260_1	368	S1_20	444	2.7e-135	444.0	2	326	23	368	73.0	1	high		
GL68_DN_metabinner_6_332_6	689	S1_7	456	6.2e-125	410.0	2	450	59	507	98.2	1	high	3.1.6.13 3.1.6.- 	
GFS_13507_376_10	853	S1_7	456	3.8e-51	298	3	445	35	575	96.9	1	low		fusion of 2 fragments from 344 to 575 score 166.7 fragment 2 from 35 to 270 score 131.3
GL50_UP_concoct_37_sub_464_5	523	S1_12	481	1.7e-206	679.1	2	480	2	485	99.4	1	high	3.1.6.6 3.1.6.- 	
GFS_6995_385_2	485	S1_8	443	6.2e-48	155.9	2	282	23	341	63.2	1	probable fragment		
GFS_7207_1735_3	294	S1_8	443	1.6e-54	177.6	198	421	2	239	50.3	1	probable fragment		
GL53_Down_metabinner_27_sub_810_7	523	S1_7	456	9.7e-172	564.2	1	449	22	518	98.2	1	high	3.1.6.13 3.1.6.- 	
GFS_5413_55_2	445	S1_8	443	8.3e-143	468.6	26	424	1	440	89.8	1	high	3.10.1.1 3.1.6.- 	
GFS_4518_1212_2	471	S1_61	451	5.3e-66	215.6	1	441	3	422	97.6	1	low		
GFS_3960_1363_1	299	S1_29	405	2.2e-98	322.3	2	275	19	299	67.4	1	high		
GL74_UP_concoct_21_83_12	480	S1_19	430	3.2e-171	562.0	2	418	32	463	96.7	1	high	3.1.6.- 	
GL85_DN_metabinner_2_138_38	445	S1_27	454	1.1e-122	402.6	2	444	23	434	97.4	1	high	3.1.6.12 3.1.6.- 	
GL74_UP_metabinner_87_sub_584_4	461	S1_12	481	5.5e-33	106.9	252	443	248	441	39.7	1	probable fragment		
GFS_12412_759_3	427	S1_17	425	6.1e-89	291.0	148	421	1	278	64.2	1	probable fragment		
GFS_12324_657_3	627	S1_16	444	5.1e-152	498.8	2	436	30	445	97.7	1	high		
GL97_UP_metabat_24_sub_155_3	474	S1_6	469	6.1e-150	492.6	2	457	29	469	97.0	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GFS_13179_500_24	514	S1_20	444	1.2e-177	583.5	3	435	37	496	97.3	1	high		
GL124_UP_metabat_8_sub_439_72	459	S1_61	451	3.9e-31	100.7	239	431	254	442	42.6	1	probable fragment		
GFS_5966_442_1	599	S1_52	473	5.1e-32	103.7	264	455	99	284	40.4	1	probable fragment		
GL106_DN_concoct_40_760_2	500	S1_14	426	1.2e-144	474.5	2	412	29	483	96.2	1	high		
GFS_12672_418_5	463	S1_19	430	3.3e-174	571.9	2	424	22	449	98.1	1	high	3.1.6.- 	
336R_metabat_67_55_35	464	S1_25	440	1e-177	583.9	2	434	15	445	98.2	1	high	3.1.6.- 	
GFS_2729_637_2	494	S1_0	499	4e-152	499.8	4	494	7	470	98.2	1	high	3.1.-.- 	
GL137_UP_concoct_28_430_3	412	S1_22	433	2.6e-92	302.1	2	400	21	393	91.9	1	high		
GFS_3520_565_4	568	S1_4	536	5.4e-165	542.4	2	521	36	558	96.8	1	high	3.1.6.1 	
GL30_UP_concoct_80_293_43	820	S1_20	444	1.9e-124	408.2	2	412	17	418	92.3	1	high		
GL53_Down_metabinner_27_sub_425_3	442	S1_20	444	1e-180	593.7	25	437	1	437	92.8	1	high		
GFS_5479_63_11	640	S1_8	443	1.5e-25	146.5	17	330	7	315	70.7	1	probable fragment		fusion of 2 fragments from 156 to 315 score 82.1 fragment 2 from 7 to 147 score 64.4
GFS_2600_0_47	210	S1_23	422	3.5e-46	150.3	3	135	46	183	31.3	1	probable fragment		
GFS_10255_30_24	560	S1_17	425	4.2e-178	584.8	2	420	32	450	98.4	1	high	3.1.6.- 	
GFS_4189_370_1	305	S1_4	536	6.4e-115	377.1	2	276	28	305	51.1	1	high	3.1.6.1 	
GL117_UP_metabat_119_129_8	473	S1_8	443	1e-107	352.9	3	422	21	466	94.6	1	high	3.10.1.1 3.1.6.- 	
GL74_UP_concoct_187_sub_190_2	684	S1_8	443	2.1e-36	117.9	3	311	292	606	69.5	1	probable fragment		
GL119_DN_concoct_185_22_32	523	S1_8	443	5.1e-140	459.4	2	428	27	481	96.2	1	high	3.10.1.1 3.1.6.- 	
GFS_3830_204_11	618	S1_8	443	2e-128	421.2	2	431	32	459	96.8	1	high	3.10.1.1 3.1.6.- 	
GL72_UP_concoct_20_92_3	512	S1_29	405	8.5e-138	452.0	2	399	19	428	98.0	1	high		
GL124_DN_metabinner_19_146_2	486	S1_12	481	1.1e-35	115.8	235	444	285	483	43.5	1	probable fragment		another fragment from 198 to 471 score 106.8
GFS_3356_185_18	1506	S1_20	444	5.8e-132	433.0	2	432	82	580	96.8	1	high		
GFS_4857_137_5	547	S1_4	536	2.7e-189	622.6	2	512	29	544	95.1	1	high	3.1.6.1 	
GL51_Up_concoct_59_sub_533_3	482	S1_7	456	1.1e-150	494.8	2	450	28	469	98.2	1	high	3.1.6.13 3.1.6.- 	
GFS_13507_376_4	836	S1_7	456	9.3e-88	287.4	2	444	23	558	96.9	1	low		
GL72_UP_concoct_246_404_11	455	S1_8	443	3.2e-155	509.5	3	426	22	452	95.5	1	high	3.10.1.1 3.1.6.- 	
GFS_12324_594_1	1200	S1_4	536	2.1e-198	652.7	2	518	28	529	96.3	1	high	3.1.6.1 	
GL124_UP_concoct_213_914_3	450	S1_53	474	1.4e-85	361.9	5	469	3	445	97.9	1	high		fusion of 2 fragments from 136 to 445 score 280.4 fragment 2 from 3 to 114 score 81.5
GL140_2_concoct_119_357_2	401	S1_27	454	1.3e-79	260.6	2	433	3	399	94.9	1	low		
GL72_DN_metabat_143_28_8	547	S1_19	430	6e-151	495.2	2	418	61	530	96.7	1	high	3.1.6.- 	
GFS_6871_152_4	462	S1_11	498	1.2e-78	495	6	483	26	457	95.8	1	high	3.1.6.11 3.1.6.14 	fusion of 2 fragments from 256 to 457 score 257.6 fragment 2 from 26 to 245 score 237.4
GL92_DN_concoct_144_792_2	429	S1_18	426	1.7e-167	549.8	2	414	3	413	96.7	1	high		
GFS_5321_95_1	442	S1_14	426	1e-157	517.6	10	421	1	437	96.5	1	high		
GFS_2600_81_18	701	S1_25	440	7.1e-141	462.5	2	432	22	451	97.7	1	high	3.1.6.- 	
GFS_2489_495_5	487	S1_20	444	1.1e-166	547.4	2	430	40	452	96.4	1	high		
GFS_4219_80_5	905	S1_14	426	9.3e-42	135.5	159	415	447	714	60.1	1	probable fragment		
GL127_UP_concoct_103_846_2	542	S1_8	443	2.4e-114	374.8	2	429	23	524	96.4	1	high	3.10.1.1 3.1.6.- 	
GL114_DN_concoct_147_26_1	399	S1_37	447	1.5e-145	477.9	90	447	1	361	79.9	1	high		
GL26_DN_metabinner_5_24_2	475	S1_4	536	5.4e-174	572.1	1	448	25	475	83.4	1	high	3.1.6.1 	
GFS_1125_81_32	458	S1_33	422	1.7e-141	464.2	3	420	26	446	98.8	1	high		
GFS_3883_673_1	567	S1_7	456	7.4e-118	386.6	2	443	134	565	96.7	2	high	3.1.6.13 3.1.6.- 	
GFS_7207_312_1	400	S1_61	451	8e-60	195.2	94	441	1	334	76.9	1	probable fragment		
GFS_2330_533_3	715	S1_20	444	1.6e-134	441.4	2	436	33	554	97.7	1	high		
GL124_UP_concoct_213_831_2	459	S1_61	451	1.1e-71	234.4	1	441	5	433	97.6	1	low		
339R_concoct_84_sub_391_3	323	S1_17	425	3.6e-74	242.4	198	413	2	216	50.6	1	probable fragment		
GL74_UP_metabat_64_400_1	325	S1_16	444	1.4e-80	263.4	104	438	1	321	75.2	1	probable fragment		
GL119_DN_concoct_185_148_11	473	S1_25	440	8.4e-155	508.4	2	434	36	471	98.2	1	high	3.1.6.- 	
GFS_6982_373_2	578	S1_29	405	2.9e-119	391.0	2	402	22	436	98.8	1	high		
GL140_5_metabinner_35_sub_122_15	469	S1_14	426	1.4e-162	533.6	2	417	32	462	97.4	1	high		
GFS_6979_61_13	663	S1_52	473	1e-35	115.9	260	447	101	278	39.5	1	probable fragment		
GFS_12838_41_88	470	S1_7	456	9.4e-143	468.7	3	447	23	456	97.4	1	high	3.1.6.13 3.1.6.- 	
GFS_12838_54_5	466	S1_16	444	1.1e-140	461.4	3	433	21	444	96.8	1	high		
GFS_12844_1609_2	369	S1_2	476	1.2e-32	105.7	171	341	111	306	35.7	1	probable fragment		
GL94_UP_concoct_254_197_21	493	S1_15	471	3.8e-163	536.0	1	467	6	486	98.9	1	high	3.1.6.4 	
GL85_DN_metabinner_10_694_7	434	S1_24	410	1e-127	418.9	2	405	26	410	98.3	1	high		
GL140_5_metabat_102_sub_100_4	663	S1_48	499	1.8e-128	421.8	3	465	42	623	92.6	1	high		
GL140_3_concoct_225_sub_1171_2	433	S1_28	445	3.2e-103	470.1	2	438	31	429	98.0	1	high		fusion of 2 fragments from 153 to 429 score 338.2 fragment 2 from 31 to 145 score 131.9
GFS_10254_51_21	710	S1_53	474	4.7e-33	107.2	264	440	484	657	37.1	1	probable fragment		
GFS_5688_72_20	468	S1_19	430	1.5e-166	546.6	1	413	32	465	95.8	1	high	3.1.6.- 	
GFS_7991_127_3	479	S1_16	444	1.2e-143	471.3	2	437	20	436	98.0	1	high		
GL26_UP_concoct_141_545_7	492	S1_29	405	1.1e-60	198.0	4	284	22	328	69.1	1	probable fragment		
GL35_DN_metabinner_2_59_2	553	S1_4	536	3.1e-195	642.2	2	514	28	544	95.5	1	high	3.1.6.1 	
GFS_12838_41_3	540	S1_17	425	1e-168	553.9	2	413	20	436	96.7	1	high	3.1.6.- 	
GFS_14463_240_1	363	S1_16	444	2.1e-38	124.4	90	414	11	315	73.0	1	probable fragment		
GFS_13507_376_3	840	S1_7	456	7.2e-101	330.6	2	445	28	561	97.1	1	high	3.1.6.13 3.1.6.- 	
GFS_6091_296_4	647	S1_8	443	8.3e-42	135.7	3	334	264	598	74.7	1	probable fragment		
GL51_Up_metabinner_2_204_2	469	S1_28	445	1.7e-173	569.8	2	437	26	466	97.8	1	high		
GFS_2964_281_5	447	S1_64	483	4.7e-52	277.9	2	358	9	354	73.7	1	probable fragment		fusion of 2 fragments from 129 to 354 score 170.1 fragment 2 from 9 to 124 score 107.8
GL82_UP_concoct_91_511_1	158	S1_6	469	5.2e-43	140.1	3	112	48	154	23.2	1	probable fragment		
GL34_DN_metabinner_24_sub_334_1	601	S1_16	444	2.6e-70	229.6	4	423	4	435	94.4	1	low		
GFS_7248_277_12	183	S1_58	502	2e-45	148.0	325	493	2	169	33.5	1	probable fragment		
GFS_12412_408_1	242	S1_20	444	3.3e-85	278.9	2	211	25	227	47.1	1	probable fragment		
GFS_10914_328_8	839	S1_8	443	1.6e-52	171.0	4	331	63	392	73.8	1	probable fragment		
GL127_UP_concoct_112_sub_939_2	523	S1_15	471	1.1e-171	564.2	1	469	20	502	99.4	1	high	3.1.6.4 	
GFS_14476_477_2	479	S1_32	423	1.5e-153	503.7	3	416	44	451	97.6	1	high		
GL82_UP_concoct_14_866_3	466	S1_7	456	6e-155	508.9	3	447	21	461	97.4	1	high	3.1.6.13 3.1.6.- 	
GL94_UP_concoct_254_407_9	548	S1_17	425	2.2e-177	582.4	2	423	21	442	99.1	1	high	3.1.6.- 	
GL124_DN_metabinner_44_547_4	491	S1_20	444	4.5e-142	466.3	2	438	30	479	98.2	1	high		
GFS_2232_278_6	283	S1_6	469	3.3e-91	299.0	178	458	4	278	59.7	1	probable fragment		
GFS_3927_552_2	455	S1_22	433	1.6e-170	559.9	2	425	25	454	97.7	1	high		
GFS_13968_685_10	514	S1_16	444	3.1e-177	581.9	4	438	50	508	97.7	1	high		
GFS_10965_4_19	797	S1_53	474	7e-36	116.5	215	453	554	776	50.2	1	probable fragment		
