MAGs	Completeness	Contamination	sum_len	LengthNorm	LengthNorm2
GFS_12636	89.45	4.52	4682085	4997713.536053661	5234304.080491895
GFS_12637	73.29	0.33	613685	834574.7571292127	837337.9724382589
GFS_12642	80.93	0.26	645299	795281.3821821326	797354.5038922525
GFS_12648	100	3.01	3165792	3070501.6607999997	3165792
GFS_12651	85.41	1.82	4431722	5094326.963587402	5188762.439995317
GFS_12657	70.73	2.69	782655	1076773.0531599037	1106538.950940195
GFS_12663	70.42	2.91	1592025	2194968.8618290257	2260756.887247941
GFS_12665	86.63	2.82	3481367	3905335.8543229825	4018662.126284197
GFS_12672	99.6	3.31	6971328	6767647.63373494	6999325.301204819
GFS_12677	70.32	5.76	3365996	4510970.74857793	4786683.731513084
GFS_1268	85.86	4.45	2849309	3170876.717330538	3318552.2944327975
GFS_12690	88.66	0.94	6159568	6882097.970674488	6947403.564177758
GFS_12693	74.73	2.86	2755271	3581520.472902449	3686967.750568714
GFS_12695	85.08	0.69	4135483	4827160.516337564	4860699.341795957
GFS_12697	74.46	0.04	1960953	2632512.246575343	2633565.6728444807
GFS_12699	94.09	0.43	649967	687822.44861303	690792.8579020087
GFS_12702	77.06	7.85	3691138	4413941.950428238	4789953.283155982
GFS_12741	87.24	4.25	4576910	5023373.825080238	5246343.420449335
GFS_12750	78.5	0.59	4452501	5638511.138980892	5671975.796178344
GFS_12755	74.3	0.83	2842340	3793739.6742934054	3825491.251682369
GFS_12757	82.75	1.86	2802610	3323844.6574018127	3386839.879154078
GFS_12766	97.8	7.15	4547456	4317293.349693252	4649750.511247444
GFS_12774	86.13	9.29	3647076	3841010.843608499	4234385.231626611
GFS_12806	83.05	8.49	5218690	5750298.878988561	6283792.895845876
GFS_12818	73.7	2.92	3977225	5238928.1275440985	5396506.105834465
GFS_12820	95.49	0.62	5521447	5746375.566656194	5782225.363912451
GFS_12822	97.12	0.82	741634	757364.7046952224	763626.4415156507
GFS_12823	94.21	1.23	4454232	4669827.986837915	4727982.167498142
GFS_12824	83.22	2.81	3324729	3882845.6081470796	3995108.1470800284
GFS_12825	72.86	1.09	2813586	3819541.4666483663	3861633.2692835573
GFS_12827	91.68	2.66	7703442	8179025.352094241	8402532.722513089
GFS_12838	93.12	3.91	5963937	6154152.774162371	6404571.520618556
GFS_12839	90.02	0.82	3189075	3513579.8544767834	3542629.4156854036
GFS_1284	90.21	3.34	5297449	5676215.7226471575	5872352.289103204
GFS_12842	81.49	5.76	3592554	4154648.287642656	4408582.648177691
GFS_12844	84.54	8.69	10359105	11188666.637686301	12253495.386799147
GFS_12847	82.8	0	2194596	2650478.2608695654	2650478.2608695654
GFS_12854	81.09	5.82	5565222	6463591.1698113205	6863018.867924528
GFS_12863	90.08	1.39	5118602	5603300.879440498	5682284.635879219
GFS_12864	74.36	3.07	3947080	5145111.140398064	5308068.8542227
GFS_12865	93.88	0.3	711510	755619.3757988922	757893.0549637836
GFS_12867	99.08	4.87	7779404	7469264.256358499	7851639.079531692
GFS_12873	91.21	3.74	2322409	2450993.2062273873	2546221.905492819
GFS_12874	82.3	2.66	4837688	5721756.378128798	5878114.2162818955
GFS_12876	77.48	2.18	3175060	4008574.718637067	4097909.1378420233
GFS_12895	83.71	3.08	7966756	9223963.582845539	9517089.953410584
GFS_12908	88.68	1.17	4454700	4964569.2489851145	5023342.354533153
GFS_12931	72.88	0.24	2759526	3777309.464324918	3786396.816684962
GFS_12941	90.01	3.11	3590034	3864441.6649261187	3988483.501833129
GFS_12943	86.15	3.07	3052218	3434143.8275101567	3542911.2013929193
GFS_12945	88.86	8.27	3225165	3329331.3690074277	3629490.2093180288
GFS_12946	78.81	1.67	3962811	4944337.084507042	5028309.859154929
GFS_12952	94.44	4.83	4140038	4172039.5643794998	4383775.942397289
GFS_12961	78.77	3.25	4358281	5353099.996826203	5532919.893360416
GFS_12962	70.37	0.16	587359	833336.9697314196	834672.4456444507
GFS_12964	70.74	1.51	2990440	4163534.5716709085	4227367.825841109
GFS_12979	70.81	3.37	3175108	4332872.278491739	4483982.488349103
GFS_12990	71.27	1.7	2623580	3618604.097095552	3681184.228988354
GFS_12994	85.63	0.52	1709371	1985848.7338549576	1996229.1253065516
GFS_130	71.33	0.75	469393	653122.8830786486	658058.3204822656
GFS_13015	71.35	1.92	3839804	5278317.818079888	5381645.409950946
GFS_13018	77.34	0.47	2819382	3628304.764158262	3645438.324282389
GFS_13021	77.78	0.25	2375590	3046607.1290820264	3054242.735921831
GFS_13026	93.92	9.49	3742474	3606594.141183987	3984746.5928449747
GFS_13027	75.54	3.44	2723957	3481933.9147471534	3605979.6134498273
GFS_13029	73.13	9.14	3821345	4747810.839600711	5225413.646930125
GFS_13036	86.38	1.1	2591405	2967005.7247047927	3000005.788376939
GFS_13052	84.8	5.71	4097780	4556364.106132076	4832287.735849057
GFS_13068	92.08	5.64	7636648	7825739.631624674	8293492.61511729
GFS_13091	89.9	2.02	4783394	5213314.172636262	5320794.215795328
GFS_13097	88.98	2.85	3931960	4292986.221622837	4418925.60125871
GFS_13110	77.34	1.27	2431823	3104394.6830876647	3144327.644168606
GFS_13111	85.16	0.66	2623025	3059785.151479568	3080113.903240958
GFS_13147	74.96	1.32	2195516	2890255.054429029	2928916.7556029884
GFS_13148	75.06	1.09	591756	779783.9856115107	788377.2981614708
GFS_13151	83.99	4.57	2404309	2731791.9736873438	2862613.4063579
GFS_13179	85.35	0.63	4673308	5440967.966725249	5475463.38605741
GFS_1318	91.93	0.77	3590230	3875323.8648972036	3905395.4095507446
GFS_13184	77.12	1.29	1974152	2526822.4056016593	2559844.3983402485
GFS_13224	71.82	4.5	2986925	3971753.515733779	4158904.204956837
GFS_13241	77.07	1.27	6607768	8464836.312962243	8573722.589853382
GFS_13250	86.52	0.04	547125	632115.291262136	632368.238557559
GFS_13257	85.53	0.51	3515833	4089678.7696714606	4110643.0492224954
GFS_13261	75.43	0.42	829915	1095624.2304123028	1100245.2605064297
GFS_13270	70.54	6.14	2579117	3431753.921462999	3656247.5191380773
GFS_13292	86.45	1.89	5095290	5782520.554077501	5893915.5581260845
GFS_13294	81.33	5.05	4639783	5416788.341940244	5704885.036271978
GFS_13312	98.43	2.98	4062405	4004211.4507772014	4127202.0725388597
GFS_13321	88.7	0.77	2847999	3186098.543066516	3210821.871476888
GFS_13326	80.86	6.56	3393962	3921986.2636655956	4197331.1897106115
GFS_13345	85.47	1.15	536722	620743.7662337662	627965.367965368
GFS_13349	91.69	2.66	3427185	3638370.4646090087	3737795.833787763
GFS_13363	80.52	3.45	4118825	4938804.691381024	5115281.917536017
GFS_13365	90.68	0.42	928104	1019194.9307454786	1023493.603881782
GFS_13367	70.17	3.84	2436925	3339528.40245119	3472887.2737637167
GFS_13369	88.02	4.33	6117859	6649574.761758692	6950532.833446944
GFS_13375	92.46	0.83	3275961	3513703.7894224534	3543111.6158338743
GFS_13377	73.24	0.41	3224761	4384952.8671491	4403005.188421628
GFS_13380	87.25	5.88	4301533	4640232.503839541	4930123.7822349565
GFS_13386	83.39	0.63	4247712	5061699.74145581	5093790.622376784
GFS_13392	93.99	1.51	4465427	4679220.18544526	4750959.676561336
GFS_134	87.56	1.08	1191198	1345743.5605299224	1360436.2722704432
GFS_13403	88.75	0.5	3612685	4050277.830985916	4070630.985915493
GFS_13404	95.57	5.15	2604468	2584846.6024903217	2725194.0985664963
GFS_13405	90.47	0.62	5035393	5531307.133193323	5565815.187354924
GFS_13406	71.09	1.69	1567534	2167734.808552539	2204999.296666198
GFS_13408	79.41	4.68	4983642	5982127.634302985	6275836.796373253
GFS_13420	72.4	1.71	805779	1093922.899309392	1112954.4198895027
GFS_13427	75.68	0.06	2988488	3946478.4714587736	3948847.7801268497
GFS_13433	77.98	2.02	2375715	2985028.926647858	3046569.633239292
GFS_13436	73.27	1.03	3171421	4283820.6137573365	4328403.166370957
GFS_13437	81.91	2.02	4813602	5757987.107312905	5876696.3740691
GFS_13466	91.77	1.5	6086585	6532947.83153536	6632434.346736406
GFS_13478	81.29	2.98	3894692	4648333.3477672525	4791108.377414196
GFS_13507	95.52	0.48	4093520	4264940.435510889	4285510.887772195
GFS_13508	89.09	0.74	4419619	4924137.186440678	4960847.457627119
GFS_13514	87.39	0.25	3352678	3826863.834534844	3836454.9719647556
GFS_13516	98.31	0	927296	943236.7002339538	943236.7002339538
GFS_13521	99.99	3.47	3336859	3221392.131913192	3337192.7192719276
GFS_13524	93.47	0.32	5412935	5772561.90007489	5791093.398951535
GFS_13525	84.1	6	4876809	5450892.342449465	5798821.640903686
GFS_13534	77.66	8.65	4236660	4983503.618336338	5455395.312902395
GFS_13542	90.19	8.16	5165924	5260433.087481983	5727823.483756514
GFS_13543	76.57	8.48	2887264	3450991.266553481	3770750.9468460237
GFS_13572	79.57	0.71	2390823	2983345.678899083	3004678.899082569
GFS_13576	94	3.06	3571372	3683072.3582978724	3799331.914893617
GFS_13579	99.14	2.5	5006207	4923393.004841639	5049633.851119629
GFS_13581	85.87	4.85	4773180	5289019.180156049	5558611.855129846
GFS_1363	73.35	2.35	2618580	3486085.030674847	3569979.5501022497
GFS_13630	93.38	0.46	4438640	4731443.838080959	4753309.059755837
GFS_13631	80.61	2.45	2656027	3214184.764297234	3294910.060786503
GFS_13645	74.86	6.24	6982191	8744993.697034465	9326998.397007748
GFS_13648	82.26	3.67	3643397	4266574.677972283	4429123.510819353
GFS_1365	82.73	3.64	3671383	4276253.667109875	4437789.193762843
GFS_1368	72.08	2.14	4329264	5877660.586015538	6006193.118756937
GFS_13682	86.6	1.03	3122907	3568985.0553117786	3606128.175519631
GFS_13688	92.74	4.6	3190263	3281767.200776364	3440007.5479836105
GFS_13693	85.71	5.42	8321686	9182884.866176642	9709119.1226228
GFS_13726	84.61	1.03	1017745	1190476.5707363198	1202866.0914785487
GFS_13741	80.13	7.41	1995827	2306172.7434169473	2490736.3035068014
GFS_13748	92.33	1.77	4888456	5200834.321239034	5294547.817610744
GFS_13754	72.05	8.84	3839993	4858483.8567661345	5329622.484385843
GFS_13757	78.95	8.94	8200665	9458550.41038632	10387162.761241293
GFS_1376	80.82	8.91	3382680	3812525.6273199706	4185449.1462509283
GFS_1377	90.89	0.21	991664	1088768.2975024753	1091059.5224997248
GFS_13822	87.77	0.44	3601002	4084718.6865671645	4102770.8784322664
GFS_1383	98.87	2.89	771005	757280.2220086983	779816.9313239608
GFS_1384	89.16	0.72	4306988	4795847.562135488	4830628.084342755
GFS_13853	75.59	2.83	930597	1196270.809498611	1231111.2581029236
GFS_13857	75.34	6.36	1863499	2316140.7799309795	2473452.349349615
GFS_13862	85.74	0.45	1526025	1771819.322953114	1779828.5514345695
GFS_13870	82.79	8.82	4234022	4663100.929580867	5114170.793574103
GFS_13875	86.54	3.35	6916528	7724548.5463369535	7992290.270395192
GFS_13877	91.65	3.89	8286019	8689244.80185488	9040937.261320239
GFS_13879	72.51	4.93	4564600	5984781.71286719	6295131.705971589
GFS_13892	82.89	1.83	3967398	4698750.894679696	4786340.933767644
GFS_13914	72.06	3.22	4031087	5413941.158201498	5594070.219261725
GFS_13943	72.15	2.91	3041216	4092469.3200277197	4215129.591129591
GFS_13946	93.13	3.11	2324273	2418112.4339095885	2495729.62525502
GFS_13950	70.56	0.05	870994	1233784.7264739228	1234401.9274376417
GFS_13951	87.52	3.4	2512720	2773408.957952468	2871023.765996344
GFS_13956	75.24	8.74	2551716	3095023.95215311	3391435.4066985645
GFS_13965	79.04	0.84	5250478	6587011.620445345	6642811.234817814
GFS_13968	76.96	1.28	4289775	5502684.355509356	5574031.964656965
GFS_13969	78.24	0.52	3361137	4273592.903374233	4295931.748466258
GFS_14001	78.44	3.6	2385363	2931527.195308516	3041003.31463539
GFS_14015	76.21	3.35	3315359	4204559.078204961	4350293.9246818
GFS_14041	82.36	5.44	2456308	2820161.2977173384	2982404.0796503155
GFS_14050	73.22	7.08	3011486	3821732.847855777	4112928.1617044522
GFS_14056	76.72	7.03	3526729	4273722.5642596455	4596883.472367049
GFS_14070	83.68	1.22	3431110	4050251.50334608	4100274.856596558
GFS_1408	75.41	7.18	1045875	1287337.4552446627	1386918.180612651
GFS_14120	70.05	3.7	4182205	5749412.441113491	5970314.061384725
GFS_14122	99.66	2.94	4524081	4406053.600842865	4539515.352197471
GFS_14130	83.45	2	2730596	3206691.5278609945	3272134.212103056
GFS_14139	95.26	1.91	3837340	3951340.3380222544	4028280.495486038
GFS_14147	71.67	6.18	4212044	5513798.912794754	5876997.348960513
GFS_14183	80.49	0.91	2519997	3102329.5158404773	3130819.977636974
GFS_14214	72.26	0.86	3223720	4422911.718793246	4461278.7157486845
GFS_14245	76.97	4.63	2808913	3480395.3853449393	3649360.78991815
GFS_14252	83.45	5.58	7590665	8588503.167165969	9096063.511084482
GFS_14271	86.39	1.91	4129753	4689055.119458271	4780359.995369835
GFS_14275	72.32	0.6	3418874	4699060.779867257	4727425.331858408
GFS_14374	96.84	0.47	4765729	4898110.361111111	4921240.190004131
GFS_14377	74.83	6.44	3140192	3926184.1977816387	4196434.585059469
GFS_14379	76.73	0.03	705375	919019.1417959078	919294.9302749903
GFS_14381	71.64	6.62	2789870	3636488.841429369	3894290.89893914
GFS_14385	77.68	9.67	3229613	3755547.6607878474	4157586.2512873323
GFS_14390	87.12	8.53	2803546	2943530.2183195595	3218028.007346189
GFS_14393	90.98	0.99	668598	727609.2325785886	734884.5900197845
GFS_14397	74.21	1.15	2128186	2834809.1375825363	2867788.7077213316
GFS_14424	73.76	8.19	2391149	2976293.2441702816	3241796.3665943597
GFS_14456	83.86	9.28	7829474	8469948.500834724	9336362.985928928
GFS_14463	81.9	2.48	4602687	5480513.263003662	5619886.446886446
GFS_14465	82.55	4.14	2775459	3222961.838158692	3362155.0575408842
GFS_14476	82.32	4.74	2505099	2898879.139212828	3043123.177842566
GFS_14486	70.8	4.86	446390	599852.3248587572	630494.350282486
GFS_14498	95.07	0.97	7266272	7568937.794887978	7643075.628484275
GFS_1458	70.94	8.15	4353541	5636773.905413025	6136934.028756696
GFS_1472	75.87	3.2	3499715	4465169.526822195	4612778.436799789
GFS_1477	75.25	4.75	4483780	5675482.325581396	5958511.627906977
GFS_1480	70.52	1.21	1719122	2408282.2231990923	2437779.353374929
GFS_1495	73.95	1.59	3141398	4180459.4615280596	4248002.704530088
GFS_1500	73.85	6.29	2644071	3355123.810561951	3580326.3371699397
GFS_1516	83.43	5.76	3651038	4124101.8952415194	4376169.243677334
GFS_1518	100	0.74	1282713	1273220.9238	1282713
GFS_1524	72.64	6.53	2365741	3044132.8643997796	3256802.037444934
GFS_155	73.87	2.8	1786575	2350820.2247191006	2418539.3258426962
GFS_157	94.18	4.46	2932503	2974849.613718412	3113721.596942026
GFS_159	92.6	4.54	3691177	3805180.9548596116	3986152.267818575
GFS_1590	77.79	1.65	3712094	4693205.35930068	4771942.4090500055
GFS_1591	97.39	0.27	6850147	7014736.2184002465	7033727.282061813
GFS_1593	79.62	0.14	1302186	1633211.4287867371	1635501.130369254
GFS_1599	89.28	2.15	4568153	5006650.66140233	5116658.826164874
GFS_1600	70.91	0.94	2871343	4011214.745169934	4049277.9579748977
GFS_1601	75.59	1.27	2277311	2974453.168805397	3012714.644794285
GFS_1602	76.71	0.62	2184478	2830053.7562247426	2847709.555468648
GFS_1605	99.2	1.91	6719379	6644192.400302419	6773567.54032258
GFS_1607	84	1.18	4919696	5787670.937142857	5856780.952380952
GFS_162	83.03	3.85	3689932	4272997.251595809	4444094.905455859
GFS_1629	92.09	3.48	2849118	2986175.147790205	3093840.80790531
GFS_1649	100	5.71	4422053	4169553.7737	4422053
GFS_1653	71.09	0.62	1236478	1728529.8022225348	1739313.5462090308
GFS_1656	98.11	0.14	4609298	4691514.608908369	4698091.937621038
GFS_1657	77.59	2.56	5129409	6441675.6406753445	6610915.066374532
GFS_1658	73.85	2.79	4386111	5773511.85253893	5939215.978334462
GFS_1662	88.65	1.16	672360	749645.3739424703	758443.3164128595
GFS_167	88.05	2.53	3382997	3744925.8102214653	3842131.743327655
GFS_1675	76.01	1.38	2599565	3372833.8415997894	3420030.2591764242
GFS_1677	78.42	7.98	3787045	4443813.834481	4829182.6064779395
GFS_168	88.14	7.7	3845597	4027100.103244838	4363055.366462446
GFS_1694	72.34	2.15	676115	914540.4029582527	934635.056676804
GFS_1696	90.54	3.51	660906	704338.6341948309	729960.2385685884
GFS_1709	70.54	5.75	2122304	2835655.6847178903	3008653.2463850295
GFS_171	76.2	6.02	3047555	3758651.1666666665	3999416.0104986876
GFS_1749	91.07	7	5043702	5150590.600636873	5538269.463050402
GFS_1750	81.74	1	2116094	2562922.755077074	2588810.863714216
GFS_1761	83.32	6.98	4001265	4467086.777484398	4802286.365818531
GFS_1762	79.95	0.18	4076839	5090057.147967479	5099235.772357724
GFS_1765	71.23	8.19	3876314	4996271.070335533	5441968.271795591
GFS_1770	73.55	9.07	3083885	3812612.6859279405	4192909.585316112
GFS_1789	75.45	2.88	2624612	3378427.003843605	3478611.0006626905
GFS_179	70.34	3.27	2469098	3395448.5291441567	3510233.1532556154
GFS_1826	99.91	1.86	1074011	1054983.8808928034	1074978.4806325692
GFS_1844	91.33	9.85	5860936	5785211.654439944	6417317.420343809
GFS_1849	76.52	5.62	2539140	3131782.9743857817	3318269.733403032
GFS_190	81.62	6.39	3575968	4101278.663072777	4381239.892183289
GFS_1901	91.79	9.85	3232566	3174810.1634164937	3521697.352652794
GFS_1902	88.8	0.13	1011248	1137312.3621621623	1138792.792792793
GFS_1911	73.98	6.44	2636854	3334739.9329548525	3564279.535009462
GFS_1913	73.25	2.95	3216593	4261711.271672356	4391253.24232082
GFS_1943	87.01	1.53	2808768	3178708.0216067117	3228097.9197793356
GFS_195	77.95	3.32	1872749	2322737.310070558	2402500.320718409
GFS_1973	93.98	0.67	3200871	3383087.001808895	3405906.5758672054
GFS_1994	71.26	0.79	643369	895714.8258490035	902847.3196744316
GFS_1997	80.93	0.07	3396623	4194050.8635858144	4196988.755714815
GFS_2025	91.01	2.3	3480953	3736832.3052411815	3824802.768926491
GFS_203	75.63	2.2	1765107	2282526.3070210232	2333871.4795715986
GFS_2032	80.85	4.15	2067214	2450741.643784787	2556850.9585652445
GFS_2040	73.8	4.52	6512286	8425380.315447155	8824235.772357725
GFS_2050	83.69	0.81	2455195	2909915.068108496	2933677.8587644883
GFS_2051	71.47	2.94	2581753	3506155.676227788	3612359.0317615783
GFS_2055	93.11	3.08	7413211	7716554.721512189	7961777.467511545
GFS_2058	77.15	1.83	1905648	2424853.7156189242	2470055.7355800387
GFS_2073	82.1	8.7	3167703	3522670.936662607	3858347.1376370285
GFS_2100	82.42	0.14	653937	792309.4979373938	793420.2863382674
GFS_2103	75.83	2	626419	809561.6774363709	826083.3443228274
GFS_2106	75.64	1.14	4481862	5857705.940243258	5925253.833950291
GFS_2111	71.45	2.18	2566177	3513274.0957312803	3591570.3289013295
GFS_2112	78.47	3.91	3204496	3924047.6696826816	4083721.167325093
GFS_2113	87.68	0.07	3818272	4351732.675182481	4354781.02189781
GFS_2120	73.77	2.26	2376582	3148802.0154534364	3221610.4107360714
GFS_2122	77.21	1.09	1622720	2078788.1776971892	2101696.6714156196
GFS_2127	74.27	0.81	1997919	2668285.789820924	2690075.4005655046
GFS_2131	81.79	3.53	5670171	6687876.224110525	6932596.894485877
GFS_2134	88.16	7.91	3278165	3424299.1702586208	3718426.724137931
GFS_2135	76.68	7.28	4346992	5256300.185706832	5669003.651538862
GFS_2136	82.6	5.5	7342166	8399935.677966101	8888820.823244551
GFS_2138	78.59	4.52	3589256	4360633.196080926	4567064.512024431
GFS_2143	74.36	0.37	1910186	2559330.7044109735	2568835.3953738566
GFS_2145	93.89	6.72	3305534	3284058.0628394927	3520645.4361486845
GFS_2147	85	3	3822971	4362684.552941176	4497612.94117647
GFS_2151	77.42	5.09	6943372	8511953.455437873	8968447.429604754
GFS_2165	91.74	3.16	1937540	2045251.510791367	2111990.407673861
GFS_2166	75.66	4.05	2281556	2893408.646576791	3015537.9328575204
GFS_2167	79.17	2.68	2991891	3677792.4986737394	3779071.618037135
GFS_2183	81.95	1	653689	789691.4093959732	797668.0902989628
GFS_2191	72.69	0.38	3833859	5254216.997936443	5274259.182831202
GFS_2200	83.23	2.18	3081998	3622264.139853418	3702989.306740358
GFS_2205	85.61	4.42	5741029	6409619.808667212	6706026.16516762
GFS_2207	100	0.68	4410156	4380166.9392	4410156
GFS_2208	83.37	4.49	3384651	3877510.0996761424	4059794.8902482907
GFS_2209	93.61	8.71	4496146	4384714.96998184	4803061.638713812
GFS_2210	92.71	3.13	5335426	5574832.451946932	5754962.787185849
GFS_2216	86.88	0.23	5417052	6220755.962707183	6235096.685082873
GFS_2217	80.63	5.26	2797226	3286731.8769688704	3469212.451940965
GFS_2219	72.73	7.84	2901801	3677024.338787295	3989826.756496631
GFS_2221	70.71	2	7383480	10233079.338141706	10441917.691981332
