protein	query length	HMM	HMM length	e-value	score	hmmbegin	hmmend	begin	end	coverage	num domaine	prediction confidence	EC prediction	comment
GFS_2964_236_6	503	S1_13	476	4.3e-223	733.8	2	472	5	496	98.7	1	high		
GFS_13508_118_1	122	S1_20	444	3e-37	120.8	323	436	1	115	25.5	1	probable fragment		
GFS_5889_1200_2	1103	S1_16	444	6.2e-36	568.2	2	438	33	588	98.2	1	high		fusion of 2 fragments from 477 to 588 score 116.2 fragment 2 from 33 to 379 score 452.0
GL72_DN_concoct_9_sub_435_6	211	S1_28	445	5.6e-46	149.5	2	196	29	208	43.6	1	probable fragment		
GFS_12524_332_8	879	S1_4	536	1.8e-200	659.5	2	521	78	629	96.8	1	high	3.1.6.1 	
GL34_DN_concoct_1_350_3	504	S1_14	426	2.7e-181	595.3	2	423	35	487	98.8	1	high		
GL106_DN_metabat_82_sub_202_1	352	S3	508	1.9e-135	444.7	4	335	21	352	65.2	1	high	3.1.6.- 3.1.6.19 	
GL74_UP_metabat_64_482_3	528	S1_4	536	6.1e-188	618.1	3	512	28	518	95.0	1	high	3.1.6.1 	
GL32_Down_metabinner_16_331_2	452	S1_19	430	5.6e-160	525.0	2	421	29	441	97.4	1	high	3.1.6.- 	
GFS_3651_643_2	490	S1_7	456	4.1e-164	539.1	2	444	25	465	96.9	1	high	3.1.6.13 3.1.6.- 	
GFS_12523_690_6	526	S1_12	481	7.8e-218	716.5	2	481	21	504	99.6	1	high	3.1.6.6 3.1.6.- 	
GL47_Down_concoct_66_1438_8	212	S1_16	444	5.7e-63	205.4	3	153	33	196	33.8	1	probable fragment		
GL77_DN_metabinner_2_599_3	153	S1_4	536	1.3e-46	151.7	362	509	2	144	27.4	1	probable fragment		
GL26_UP_metabinner_8_sub_44_3	491	S1_23	422	3.8e-155	509.3	3	420	31	483	98.8	1	high		
GL5_Up_concoct_179_421_3	649	S1_16	444	1.1e-149	491.2	3	438	26	485	98.0	1	high		
GL43_DN_concoct_104_sub_890_1	490	S1_41	473	2.7e-224	737.5	3	473	1	471	99.4	1	high		
GFS_2131_519_2	462	S1_20	444	3e-176	578.9	2	437	27	453	98.0	1	high		
GFS_12741_179_6	293	S1_0	499	2.9e-126	414.5	173	464	1	288	58.3	1	high	3.1.-.- 	
GL73_DN_concoct_131_934_4	432	S1_7	456	7.6e-146	478.9	2	403	32	428	87.9	1	high	3.1.6.13 3.1.6.- 	
GFS_4656_180_4	427	S1_21	416	2.5e-177	582.1	2	414	21	419	99.0	1	high		
GFS_13068_1977_7	548	S1_8	443	3.8e-97	318.1	2	425	55	540	95.5	1	high	3.10.1.1 3.1.6.- 	
GL30_DN_concoct_176_sub_15_3	520	S1_15	471	6.1e-184	604.6	2	467	32	518	98.7	1	high	3.1.6.4 	
GFS_4627_154_3	627	S1_17	425	7.4e-153	501.6	2	416	43	450	97.4	1	high	3.1.6.- 	
GL16_UP_concoct_40_sub_267_1	544	S1_73	463	1.1e-98	323.3	1	440	37	516	94.8	1	high		
GFS_4827_584_8	492	S1_0	499	7.2e-154	505.6	9	493	2	469	97.0	1	high	3.1.-.- 	
GFS_7929_212_3	543	S1_4	536	7.5e-165	541.9	3	513	21	525	95.1	1	high	3.1.6.1 	
GFS_13914_137_1	405	S1_20	444	1.2e-152	501.1	2	381	18	405	85.4	1	high		
GFS_7177_835_2	466	S1_21	416	5.4e-176	577.7	2	414	57	462	99.0	1	high		
GL53_Down_metabinner_27_sub_36_2	284	S1_27	454	2.6e-99	325.6	2	273	35	284	59.7	1	high	3.1.6.12 3.1.6.- 	
GL140_2_metabinner_33_180_2	484	S1_20	444	1.1e-171	563.9	2	439	37	478	98.4	1	high		
GL74_DN_concoct_196_220_5	504	S1_15	471	2.1e-177	583.1	2	468	24	495	98.9	1	high	3.1.6.4 	
GFS_2344_130_12	552	S1_14	426	6.4e-192	630.3	2	421	97	534	98.4	1	high		
GL34_DN_concoct_1_340_16	396	S1_4	536	1.8e-119	392.1	3	284	61	345	52.4	1	high	3.1.6.1 	
GFS_12224_134_22	597	S1_0	499	2.9e-204	671.8	2	496	4	520	99.0	1	high	3.1.-.- 	
GL124_UP_concoct_213_1122_1	345	S1_65	439	4.2e-168	551.8	2	334	10	344	75.6	1	high		
GL124_DN_metabat_122_sub_732_4	483	S1_11	498	4.8e-107	683.9	5	488	18	475	97.0	1	high	3.1.6.11 3.1.6.14 	fusion of 2 fragments from 257 to 475 score 351.2 fragment 2 from 18 to 255 score 332.7
GFS_10199_102_2	257	S1_21	416	6.7e-114	373.2	3	238	21	256	56.5	1	high		
338R_concoct_82_558_4	485	S1_37	447	7.3e-182	597.6	2	447	4	453	99.6	1	high		
GL119_DN_concoct_185_326_9	439	S1_17	425	3e-160	526.0	3	409	30	429	95.5	1	high	3.1.6.- 	
GFS_3927_571_13	204	S1_24	410	1.9e-40	131.5	260	405	2	140	35.4	1	probable fragment		
GFS_5468_574_9	482	S1_17	425	2.5e-178	585.5	2	410	23	455	96.0	1	high	3.1.6.- 	
GFS_12806_505_3	469	S1_8	443	3.1e-134	440.3	2	428	21	464	96.2	1	high	3.10.1.1 3.1.6.- 	
GL140_5_metabinner_35_sub_455_1	194	S1_75	447	2.6e-62	203.1	2	112	83	194	24.6	1	probable fragment		
GFS_223_173_1	349	S1_16	444	7.7e-127	415.8	3	301	29	348	67.1	1	high		
GL72_UP_concoct_20_77_24	518	S1_15	471	2.7e-175	576.1	3	468	21	498	98.7	1	high	3.1.6.4 	
GL74_DN_concoct_38_sub_691_6	547	S1_8	443	1.8e-120	395.0	2	431	29	529	96.8	1	high	3.10.1.1 3.1.6.- 	
GFS_13386_22_2	468	S1_7	456	1.7e-160	527.2	2	443	20	461	96.7	1	high	3.1.6.13 3.1.6.- 	
337R_metabinner_31_317_2	467	S1_27	454	1.4e-159	524.3	2	452	20	449	99.1	1	high	3.1.6.12 3.1.6.- 	
GFS_4334_225_2	478	S1_18	426	4.2e-198	650.7	2	422	25	448	98.6	1	high		
GL77_DN_metabinner_2_216_3	388	S1_7	456	5.1e-96	314.6	2	315	65	387	68.6	1	high	3.1.6.13 3.1.6.- 	
GL79_DN_concoct_179_989_4	523	S1_4	536	1.7e-163	537.4	2	509	22	517	94.6	1	high	3.1.6.1 	
GL53_Down_metabinner_27_sub_712_1	312	S1_24	410	2.4e-85	279.4	115	405	1	273	70.7	1	probable fragment		
GL88_UP_metabat_53_47_3	471	S1_26	443	1.1e-141	465.2	2	436	30	466	98.0	1	high		
GL28_DN_metabat_107_sub_81_9	197	S1_8	443	5.6e-43	139.6	2	163	11	161	36.3	1	probable fragment		
GL117_UP_metabat_119_190_4	479	S1_16	444	2.4e-184	605.4	2	437	24	463	98.0	1	high		
GL74_UP_metabat_64_316_6	527	S1_11	498	4.5e-191	628.4	5	486	16	491	96.6	1	high	3.1.6.11 3.1.6.14 	
GFS_7164_334_2	144	S1_28	445	7.6e-48	155.7	2	122	27	143	27.0	1	probable fragment		
GL127_UP_concoct_103_545_10	514	S1_13	476	3.4e-224	737.5	1	472	26	508	98.9	1	high		
GFS_5294_28_3	313	S1_8	443	1.1e-69	227.5	2	247	24	261	55.3	1	probable fragment		
GFS_9688_125_2	540	S1_4	536	1.4e-198	653.3	2	515	3	523	95.7	1	high	3.1.6.1 	
GL139_UP_metabat_106_83_5	478	S1_25	440	1.9e-183	602.8	3	437	35	469	98.6	1	high	3.1.6.- 	
GFS_5689_43_3	446	S1_75	447	4.9e-201	660.3	3	384	27	408	85.2	1	high		
GFS_5712_697_1	299	S1_26	443	2e-87	286.3	2	247	55	298	55.3	1	probable fragment		
GFS_1591_349_15	487	S1_7	456	5.8e-184	604.6	2	449	21	483	98.0	1	high	3.1.6.13 3.1.6.- 	
GL115_DN_concoct_74_336_1	508	S1_4	536	1.8e-166	547.3	2	477	29	508	88.6	1	high	3.1.6.1 	
GL140_5_metabinner_35_sub_350_8	461	S1_27	454	3.9e-162	532.7	2	452	15	443	99.1	1	high	3.1.6.12 3.1.6.- 	
GL6_UpB_concoct_86_259_4	750	S1_4	536	6.7e-205	674.1	2	515	17	550	95.7	1	high	3.1.6.1 	
GL53_Down_metabinner_30_sub_508_8	498	S1_14	426	3.1e-185	608.3	2	421	33	478	98.4	1	high		
GL99_DN_concoct_236_sub_226_3	665	S3	508	2.1e-227	748.1	6	504	29	531	98.0	1	high	3.1.6.- 3.1.6.19 	
GFS_2771_64_1	211	S1_16	444	2.7e-45	147.1	252	432	1	201	40.5	1	probable fragment		
GL137_UP_concoct_28_812_1	239	S1_16	444	9.9e-90	293.5	205	438	1	230	52.5	1	probable fragment		
GFS_4040_285_1	334	S1_7	456	4.8e-123	403.7	2	323	18	333	70.4	1	high	3.1.6.13 3.1.6.- 	
GL58_Up_concoct_3_sub_235_1	443	S1_18	426	5.6e-45	146.2	273	415	2	146	33.3	1	probable fragment		
GL127_UP_concoct_103_999_1	206	S1_7	456	3.2e-63	206.5	3	176	25	206	37.9	1	probable fragment		
GL140_5_metabinner_64_110_4	518	S1_16	444	7.6e-160	524.6	2	438	24	481	98.2	1	high		
GFS_3651_116_2	323	S1_8	443	4.4e-78	255.2	167	433	10	310	60.0	1	probable fragment		
GL117_UP_concoct_203_74_46	485	S1_35	462	3.7e-239	786.4	2	461	18	476	99.4	1	high		
GFS_8576_561_2	457	S1_20	444	9.3e-192	630.0	2	429	22	456	96.2	1	high		
GL61_DN_concoct_175_199_1	598	S1_4	536	1.2e-168	554.4	1	508	23	560	94.6	1	high	3.1.6.1 	
GFS_12806_280_1	410	S1_19	430	4e-160	525.4	24	419	1	393	91.9	1	high	3.1.6.- 	
GFS_10992_233_1	196	S1_0	499	3e-64	210.0	5	216	2	196	42.3	1	probable fragment		
GL140_5_metabinner_64_74_11	502	S1_17	425	5.3e-164	538.3	2	411	27	452	96.2	1	high	3.1.6.- 	
GL97_DN_metabinner_14_sub_145_1	367	S1_25	440	9.9e-146	478.5	2	337	27	365	76.1	1	high	3.1.6.- 	
GL117_DN_concoct_140_532_1	344	S1_23	422	4.2e-129	423.5	2	334	29	343	78.7	1	high		
GL72_DN_concoct_9_sub_97_5	514	S1_14	426	9e-179	587.0	2	422	46	497	98.6	1	high		
GFS_11554_522_2	395	S1_15	471	1.6e-130	428.5	98	467	1	393	78.3	1	high	3.1.6.4 	
GL5_Up_concoct_179_267_5	492	S1_7	456	2.9e-164	539.6	2	449	34	475	98.0	1	high	3.1.6.13 3.1.6.- 	
GFS_9826_1805_5	811	S1_4	536	4.7e-221	727.4	2	517	66	608	96.1	1	high	3.1.6.1 	
GL79_DN_metabat_88_sub_424_3	450	S1_18	426	2.3e-206	677.9	2	423	10	442	98.8	1	high		
GFS_1268_174_31	509	S1_12	481	1.1e-221	729.2	2	481	2	479	99.6	1	high	3.1.6.6 3.1.6.- 	
GFS_10507_39_1	197	S1_68	505	2.6e-69	226.7	318	492	2	178	34.5	1	probable fragment		
GL119_DN_concoct_185_254_38	471	S1_26	443	1.8e-163	537.0	2	441	24	456	99.1	1	high		
GL65_UP_concoct_5_225_3	561	S1_7	456	5.5e-177	581.5	2	449	21	484	98.0	1	high	3.1.6.13 3.1.6.- 	
GL72_DN_metabat_203_sub_206_17	135	S1_18	426	2.6e-38	124.2	2	83	3	89	19.0	1	probable fragment		
GFS_9371_215_1	319	S1_4	536	4e-78	255.7	2	211	92	318	39.0	1	probable fragment		
GFS_1749_563_3	619	S1_16	444	1.8e-152	500.3	3	438	25	441	98.0	1	high		
GL103_DN_metabat_42_66_29	508	S1_12	481	2e-230	758.1	2	481	2	485	99.6	1	high	3.1.6.6 3.1.6.- 	
GFS_1130_47_1	129	S1_48	499	1.3e-49	161.7	2	115	4	125	22.6	1	probable fragment		
GFS_9658_25_64	457	S1_16	444	2.9e-96	315.1	2	420	20	414	94.1	1	high		
GFS_6110_484_4	536	S1_11	498	3.5e-193	635.3	5	488	38	505	97.0	1	high	3.1.6.11 3.1.6.14 	
GFS_5889_882_2	452	S1_22	433	9.6e-169	554.0	3	426	30	447	97.7	1	high		
GL73_DN_concoct_131_4_11	213	S1_13	476	8.1e-87	284.5	1	176	28	213	36.8	1	probable fragment		
GL82_UP_concoct_14_890_1	79	S1_11	498	7.5e-37	119.7	5	69	15	79	12.9	1	probable fragment		
GL14_Up_metabinner_14_sub_705_3	153	S1_8	443	2.1e-34	111.3	2	112	20	127	24.8	1	probable fragment		
GFS_3956_143_2	529	S1_29	405	5.8e-123	403.2	2	402	19	437	98.8	1	high		
GFS_1749_258_15	475	S1_27	454	2.9e-161	529.8	2	452	31	459	99.1	1	high	3.1.6.12 3.1.6.- 	
GL94_UP_metabinner_3_267_14	504	S1_15	471	1.6e-180	593.3	2	468	22	482	98.9	1	high	3.1.6.4 	
GL72_UP_concoct_117_22_9	486	S1_14	426	1.3e-172	566.6	2	422	25	478	98.6	1	high		
GFS_8796_540_5	543	S1_4	536	1.2e-166	547.8	2	512	26	532	95.1	1	high	3.1.6.1 	
GL5_Up_metabinner_11_143_10	515	S1_15	471	4.1e-197	648.0	2	467	32	512	98.7	1	high	3.1.6.4 	
GL94_UP_concoct_254_168_3	457	S1_16	444	4.3e-165	541.9	3	432	18	454	96.6	1	high		
339R_metabinner_38_182_2	458	S1_13	476	8.1e-163	535.1	3	457	6	439	95.4	1	high		
GL48_Down_concoct_139_733_3	535	S1_4	536	1.2e-161	531.3	2	511	27	529	95.0	1	high	3.1.6.1 	
GL95_UP_concoct_73_sub_295_1	120	S1_18	426	3.1e-40	130.6	312	423	1	112	26.1	1	probable fragment		
GFS_339_116_6	660	S3	508	6.6e-226	743.2	7	503	34	529	97.6	1	high	3.1.6.- 3.1.6.19 	
GFS_12806_471_1	161	S1_23	422	1.9e-34	111.6	285	420	1	135	32.0	1	probable fragment		
GL72_DN_metabinner_12_222_23	453	S1_25	440	1e-173	570.7	2	433	24	450	98.0	1	high	3.1.6.- 	
339R_concoct_84_sub_1046_1	475	S1_27	454	2.2e-148	487.4	2	448	23	442	98.2	1	high	3.1.6.12 3.1.6.- 	
GFS_1365_243_4	552	S1_32	423	1.5e-156	513.5	2	415	47	469	97.6	1	high		
GFS_13068_989_4	296	S1_20	444	9.6e-81	264.2	168	432	2	263	59.5	1	probable fragment		
GFS_10002_25_15	755	S1_4	536	3.6e-223	734.4	2	518	31	562	96.3	1	high	3.1.6.1 	
GFS_2232_494_2	752	S1_4	536	4.4e-223	734.1	2	520	32	567	96.6	1	high	3.1.6.1 	
GL77_DN_metabinner_2_310_3	479	S1_22	433	1.1e-165	543.9	2	428	28	466	98.4	1	high		
GL124_DN_concoct_31_sub_528_6	471	S1_14	426	2.7e-190	624.9	2	420	29	456	98.1	1	high		
GL51_Up_metabinner_2_150_7	480	S1_14	426	1.7e-191	628.9	3	422	24	466	98.4	1	high		
GL140_3_concoct_225_sub_126_1	441	S1_4	536	6.5e-161	528.9	2	408	24	440	75.7	1	high	3.1.6.1 	
GL28_DN_concoct_152_530_1	498	S1_8	443	6.2e-137	449.2	2	428	36	477	96.2	1	high	3.10.1.1 3.1.6.- 	
GL119_DN_concoct_128_sub_1067_4	257	S1_23	422	1.1e-33	109.1	232	343	139	246	26.3	1	probable fragment		
GFS_4002_51_1	514	S1_14	426	3.3e-170	558.7	2	419	29	484	97.9	1	high		
GL72_DN_metabinner_2_77_6	484	S1_11	498	5.8e-98	620.5	9	486	2	479	95.8	1	high	3.1.6.11 3.1.6.14 	fusion of 2 fragments from 248 to 479 score 321.3 fragment 2 from 2 to 243 score 299.2
GFS_5688_201_5	597	S1_4	536	4.6e-194	638.3	2	516	45	588	95.9	1	high	3.1.6.1 	
GL72_DN_metabinner_2_157_135	519	S1_15	471	5.3e-161	529.0	2	468	30	512	98.9	1	high	3.1.6.4 	
GL58_Up_concoct_3_sub_400_9	557	S1_18	426	1.9e-162	533.1	3	415	26	442	96.7	1	high		
GL85_DN_metabinner_10_330_4	470	S1_7	456	6.6e-163	535.1	2	448	23	457	97.8	1	high	3.1.6.13 3.1.6.- 	
GFS_3114_195_33	472	S1_8	443	5.2e-133	436.3	2	422	20	465	94.8	1	high	3.10.1.1 3.1.6.- 	
GFS_4002_1331_1	444	S1_7	456	1.2e-133	438.7	39	448	1	420	89.7	1	high	3.1.6.13 3.1.6.- 	
GL82_DN_metabat_42_sub_197_5	168	S1_4	536	4.9e-68	222.4	2	137	30	168	25.2	1	probable fragment		
GL51_DN_concoct_123_116_1	323	S1_32	423	2.9e-66	216.1	188	417	1	241	54.1	1	probable fragment		
GFS_4627_744_1	545	S1_4	536	2.9e-171	563.1	2	506	32	525	94.0	1	high	3.1.6.1 	
GFS_13068_1969_9	484	S1_7	456	6.4e-150	492.3	2	449	32	453	98.0	1	high	3.1.6.13 3.1.6.- 	
GFS_5964_26_6	485	S1_11	498	1.3e-111	717.6	6	485	33	478	96.2	1	high	3.1.6.11 3.1.6.14 	fusion of 2 fragments from 263 to 478 score 366.3 fragment 2 from 33 to 260 score 351.3
GL53_Down_metabinner_30_sub_416_9	542	S1_4	536	3.5e-162	533.1	2	507	30	529	94.2	1	high	3.1.6.1 	
GL88_UP_metabat_53_234_2	484	S1_11	498	2.5e-107	684.9	5	488	19	476	97.0	1	high	3.1.6.11 3.1.6.14 	fusion of 2 fragments from 258 to 476 score 352.2 fragment 2 from 19 to 256 score 332.7
GFS_13068_760_2	257	S1_17	425	1.6e-95	312.7	2	233	22	256	54.4	1	high	3.1.6.- 	
GL47_Down_concoct_39_176_3	511	S1_23	422	1.3e-138	454.8	3	419	35	504	98.6	1	high		
GFS_9422_794_2	120	S1_13	476	4e-37	120.6	272	374	2	110	21.4	1	probable fragment		
GFS_11547_981_1	202	S1_33	422	6.9e-77	251.3	2	169	34	202	39.6	1	probable fragment		
GFS_5966_528_12	220	S3	508	1.4e-81	267.1	5	207	26	218	39.8	1	probable fragment		
GL65_UP_concoct_5_113_4	452	S1_22	433	5.4e-170	558.1	2	426	31	449	97.9	1	high		
GFS_5830_14_1	242	S1_22	433	4.2e-103	337.7	2	229	21	242	52.4	1	high		
GFS_7929_597_2	470	S1_28	445	3.5e-148	486.4	3	440	26	440	98.2	1	high		
GFS_5688_634_6	491	S1_7	456	7.7e-171	561.3	2	445	30	477	97.1	1	high	3.1.6.13 3.1.6.- 	
GFS_2055_941_4	233	S1_32	423	2.2e-60	196.7	210	411	7	218	47.5	1	probable fragment		
GFS_1125_32_2	491	S1_11	498	9.2e-215	706.5	8	482	2	488	95.2	1	high	3.1.6.11 3.1.6.14 	
GL94_UP_concoct_254_17_1	413	S1_49	485	3.7e-151	496.7	74	485	1	404	84.7	1	high		
GFS_5712_222_2	517	S1_15	471	6.8e-178	584.7	2	468	33	509	98.9	1	high	3.1.6.4 	
GL72_DN_metabat_177_sub_447_1	203	S1_17	425	1.5e-35	115.1	271	414	3	159	33.6	1	probable fragment		
GFS_2361_147_4	151	S1_21	416	3.8e-52	169.8	2	141	27	150	33.4	1	probable fragment		
GL140_3_concoct_225_sub_650_1	381	S1_4	536	1.8e-107	352.6	158	509	7	364	65.5	1	high	3.1.6.1 	
GFS_223_1425_2	534	S1_8	443	2.4e-123	404.4	2	434	25	493	97.5	1	high	3.10.1.1 3.1.6.- 	
GL92_UP_concoct_44_sub_469_9	292	S1_41	473	7.6e-137	449.1	201	473	1	273	57.5	1	high		
GFS_11699_226_1	329	S1_7	456	1.9e-112	368.8	146	446	24	322	65.8	1	high	3.1.6.13 3.1.6.- 	
GL74_DN_concoct_278_89_24	132	S1_14	426	7.8e-54	175.3	2	109	26	132	25.1	1	probable fragment		
GFS_5321_207_17	486	S1_11	498	4.3e-109	724.7	4	482	26	484	96.0	1	high	3.1.6.11 3.1.6.14 	fusion of 2 fragments from 258 to 484 score 358.0 fragment 2 from 26 to 251 score 366.7
GL51_DN_concoct_123_194_3	447	S1_8	443	9.6e-140	458.5	2	427	3	434	95.9	1	high	3.10.1.1 3.1.6.- 	
GFS_2368_186_1	706	S1_4	536	4.3e-181	595.5	3	509	40	544	94.4	1	high	3.1.6.1 	
GL93_UP_concoct_99_681_9	477	S1_58	502	4.7e-246	809.8	1	472	3	476	93.8	1	high		
GL85_DN_metabinner_10_154_7	118	S1_76	487	3.8e-57	186.3	221	330	9	118	22.4	1	probable fragment		
GL73_DN_concoct_61_685_1	267	S1_14	426	6.8e-128	419.3	2	274	8	266	63.8	1	high		
GL47_Down_concoct_66_1586_3	230	S1_14	426	8.1e-96	313.7	2	211	19	230	49.1	1	high		
GL44_UP_metabat_155_95_29	244	S1_7	456	5.2e-82	268.5	208	446	1	237	52.2	1	probable fragment		
GL117_UP_metabat_119_372_6	506	S1_17	425	9.7e-163	534.2	2	410	22	482	96.0	1	high	3.1.6.- 	
GL99_UP_concoct_187_369_7	502	S1_20	444	1.5e-170	560.2	2	437	31	499	98.0	1	high		
GL117_DN_concoct_140_1170_3	353	S1_8	443	1.4e-98	322.9	129	425	3	349	66.8	1	high	3.10.1.1 3.1.6.- 	
GL47_Down_concoct_66_1204_1	402	S1_22	433	5.8e-91	297.7	2	378	20	401	86.8	1	low		
GFS_12854_553_3	501	S1_14	426	1.5e-192	632.3	4	422	60	487	98.1	1	high		
GFS_6348_241_1	386	S1_0	499	2.5e-130	427.9	142	496	2	358	70.9	1	high	3.1.-.- 	
GFS_3889_142_28	529	S1_29	405	2.3e-139	457.2	2	402	23	439	98.8	1	high		
GL72_UP_concoct_117_22_6	643	S1_16	444	7.8e-152	498.2	3	438	24	483	98.0	1	high		
GFS_13068_489_3	613	S1_8	443	1.2e-140	461.4	2	429	32	452	96.4	1	high	3.10.1.1 3.1.6.- 	
GFS_5817_11_31	498	S1_37	447	6.2e-166	545.1	2	447	5	455	99.6	1	high		
GFS_13914_642_2	472	S1_8	443	8e-143	468.6	2	431	20	445	96.8	1	high	3.10.1.1 3.1.6.- 	
GFS_1125_108_13	549	S1_32	423	4.2e-160	525.3	2	416	43	466	97.9	1	high		
GL50_Down_concoct_56_sub_597_3	478	S1_12	481	6.1e-244	802.6	3	476	5	478	98.3	1	high	3.1.6.6 3.1.6.- 	
GFS_12823_224_2	428	S3	508	9.4e-181	594.2	8	424	11	428	81.9	1	high	3.1.6.- 3.1.6.19 	
GL140_5_concoct_333_sub_198_3	435	S1_71	422	5.1e-158	518.7	2	417	20	432	98.3	1	high		
GL74_UP_concoct_21_12_15	450	S1_24	410	5.9e-127	416.4	2	404	35	420	98.0	1	high		
GL85_DN_metabinner_10_191_2	426	S1_15	471	1.5e-156	514.2	59	468	1	424	86.8	1	high	3.1.6.4 	
GL51_DN_metabinner_8_189_26	460	S1_28	445	6.8e-153	501.9	2	442	18	446	98.9	1	high		
GFS_5688_532_41	145	S1_14	426	2.1e-34	111.3	60	137	1	79	18.1	1	probable fragment		
GL124_DN_concoct_31_sub_592_2	443	S1_23	422	2.1e-131	431.1	2	420	28	437	99.1	1	high		
GFS_7929_67_4	521	S1_11	498	8.6e-218	716.5	6	487	20	497	96.6	1	high	3.1.6.11 3.1.6.14 	
GL45_Down_concoct_159_sub_574_1	458	S1_8	443	2.4e-140	460.5	2	428	29	453	96.2	1	high	3.10.1.1 3.1.6.- 	
GL51_DN_metabinner_15_sub_294_4	561	S1_8	443	1.6e-134	441.3	2	432	23	475	97.1	1	high	3.10.1.1 3.1.6.- 	
GFS_12854_673_4	461	S1_25	440	2e-175	576.4	2	434	32	459	98.2	1	high	3.1.6.- 	
GFS_3830_1_7	464	S1_16	444	1.3e-159	523.9	2	429	37	462	96.2	1	high		
GL94_UP_concoct_84_654_2	78	S1_20	444	1.7e-35	115.1	2	60	20	78	13.1	1	probable fragment		
GFS_12867_422_11	201	S1_14	426	1.1e-39	128.7	3	97	34	128	22.1	1	probable fragment		
GL51_DN_metabinner_15_sub_4_2	519	S1_15	471	1.1e-185	610.4	1	469	24	497	99.4	1	high	3.1.6.4 	
GL30_UP_concoct_31_284_2	299	S3	508	1.7e-81	266.8	340	502	2	164	31.9	1	probable fragment		
GL74_DN_concoct_94_142_1	443	S1_4	536	5.9e-158	519.2	2	400	32	443	74.3	1	high	3.1.6.1 	
GLR80_GL56_UP_1_concoct_13_sub_1298_4	506	S1_64	483	4.9e-217	714.2	1	482	3	500	99.6	1	high		
GL74_DN_metabinner_11_21_7	460	S1_32	423	1.6e-160	526.7	3	410	25	441	96.2	1	high		
GFS_3960_168_2	542	S1_8	443	1.9e-145	477.3	2	433	26	462	97.3	1	high	3.10.1.1 3.1.6.- 	
GL73_DN_concoct_239_sub_363_1	242	S1_17	425	1.7e-104	342.3	2	216	21	242	50.4	1	high	3.1.6.- 	
336R_concoct_237_56_7	474	S1_14	426	2.1e-163	536.4	2	419	9	433	97.9	1	high		
GL65_DN_concoct_75_sub_785_1	589	S1_24	410	1.7e-119	391.9	2	386	218	586	93.7	2	high		
GFS_12766_4_25	433	S1_14	426	7e-128	419.3	2	417	21	417	97.4	1	high		
GFS_7177_613_1	538	S1_8	443	2.3e-119	391.3	2	432	19	520	97.1	1	high	3.10.1.1 3.1.6.- 	
GL72_UP_concoct_70_sub_634_1	549	S1_7	456	2.3e-161	530.1	2	447	68	542	97.6	1	high	3.1.6.13 3.1.6.- 	
GFS_13068_359_2	473	S1_19	430	3.1e-172	565.3	2	425	24	458	98.4	1	high	3.1.6.- 	
GL5_Up_concoct_179_170_5	486	S1_20	444	1.7e-168	553.4	2	437	22	471	98.0	1	high		
GL35_DN_concoct_169_sub_1302_3	486	S1_7	456	5.5e-163	535.4	4	447	29	481	97.1	1	high	3.1.6.13 3.1.6.- 	
GL74_UP_metabat_107_sub_151_30	541	S1_4	536	2.2e-195	642.7	3	513	28	534	95.1	1	high	3.1.6.1 	
GFS_4024_293_1	421	S1_20	444	6.1e-114	373.6	23	425	2	406	90.5	1	high		
GFS_7656_576_6	452	S1_15	471	1.3e-134	442.0	41	468	1	447	90.7	1	high	3.1.6.4 	
GFS_5130_68_3	174	S1_11	498	1.3e-42	138.6	361	482	2	128	24.3	1	probable fragment		
GFS_6026_225_3	516	S1_12	481	4.5e-224	737.1	2	480	3	485	99.4	1	high	3.1.6.6 3.1.6.- 	
GL72_UP_concoct_70_sub_582_4	528	S1_4	536	1.3e-147	485.0	1	508	18	510	94.6	1	high	3.1.6.1 	
GFS_11924_420_2	212	S1_14	426	1.1e-51	168.2	233	421	1	193	44.1	1	probable fragment		
GL119_DN_concoct_221_sub_426_5	448	S1_9	433	4.8e-151	495.5	3	426	16	433	97.7	1	high	3.1.6.- 	
GL73_DN_concoct_131_810_5	458	S1_25	440	4.6e-153	502.7	2	432	21	454	97.7	1	high	3.1.6.- 	
GL86_UP_concoct_125_1105_1	476	S1_37	447	1.3e-200	659.3	9	447	1	443	98.0	1	high		
GL51_DN_metabinner_15_sub_129_19	468	S1_16	444	7.3e-159	521.4	2	434	27	465	97.3	1	high		
GL72_UP_concoct_70_sub_880_1	323	S1_7	456	1.1e-101	333.3	145	450	16	319	66.9	1	high	3.1.6.13 3.1.6.- 	
GFS_5396_408_2	561	S1_4	536	3.6e-188	618.9	2	512	22	554	95.1	1	high	3.1.6.1 	
337R_metabinner_31_228_1	461	S1_19	430	2.7e-172	565.6	2	419	23	440	97.0	1	high	3.1.6.- 	
GL53_Down_concoct_97_952_3	468	S1_14	426	1.3e-175	576.6	3	423	20	452	98.6	1	high		
GL117_UP_concoct_203_309_9	464	S1_8	443	3.3e-135	443.5	2	421	26	441	94.6	1	high	3.10.1.1 3.1.6.- 	
GFS_5688_142_10	499	S1_14	426	2.9e-173	568.8	2	422	27	480	98.6	1	high		
GL34_DN_concoct_1_204_1	240	S1_8	443	2.1e-45	147.6	251	434	7	224	41.3	1	probable fragment		
GL82_UP_concoct_189_sub_67_5	503	S1_14	426	4.3e-180	591.3	4	422	27	476	98.1	1	high		
